"cell","composite","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","geo_sample_accession","grant","lab","lab_exp_id","lab_version","md5sum","obj_status","orig_assembly","project","replicate","size","sub_id","submitted_data_version","table_name","treatment","type","view","filename","fname","url"
"HRPEpiC","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2011-01-14#,#2011-10-14#,"wgEncodeEH000517","GSM736623","Stam","UW","DS12568","lmax-v1.0","039d58147544025107aa1ae4e73cc709",,"hg18","wgEncode",2,"2.2M",3261,"V2 - Fixed bug in peak calls that artificially reduced the number of peaks","wgEncodeUwDnaseHrpePkRep2V2","None","narrowPeak","Peaks","wgEncodeUwDnaseHrpePkRep2V2.narrowPeak.gz","wgEncodeUwDnaseHrpePkRep2V2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHrpePkRep2V2.narrowPeak.gz"
"HRPEpiC","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-18#,#2010-01-08#,#2010-10-08#,"wgEncodeEH000517","GSM736630","Stam","UW","DS12583","WindowDensity-bin20-win+/-75","e071980be5d0d029101b0ff663677b6c",,"hg18","wgEncode",1,"113M",1622,,"wgEncodeUwDnaseHrpeRawRep1","None","bigWig","RawSignal","wgEncodeUwDnaseHrpeRawRep1.bigWig","wgEncodeUwDnaseHrpeRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHrpeRawRep1.bigWig"
"HRPEpiC","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-18#,#2010-01-08#,#2010-10-08#,"wgEncodeEH000517","GSM736623","Stam","UW","DS12568","WindowDensity-bin20-win+/-75","b1844cd35c7354dab9aa59e7ede81a7c",,"hg18","wgEncode",2,"136M",1621,,"wgEncodeUwDnaseHrpeRawRep2","None","bigWig","RawSignal","wgEncodeUwDnaseHrpeRawRep2.bigWig","wgEncodeUwDnaseHrpeRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHrpeRawRep2.bigWig"
"bone_marrow_HS27a","wgEncodeUwDnase","DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-07-13#,#2013-04-12#,"wgEncodeEH003029","GSM1024785","Stam","UW","DS16602","Hotspot-v5.2","88a446a5d5a35b4b89005b0284b71a7d",,"hg19","wgEncode",1,"4.5M",7359,,"wgEncodeUwDnaseHs27aHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwDnaseHs27aHotspotsRep1.broadPeak.gz","wgEncodeUwDnaseHs27aHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHs27aHotspotsRep1.broadPeak.gz"
"bone_marrow_HS27a","wgEncodeUwDnase","DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-07-13#,#2013-04-12#,"wgEncodeEH003029","GSM1024785","Stam","UW","DS16602","lmax-v1.0","299801a7c5813cdeb7267d569761aeb1",,"hg19","wgEncode",1,"1.9M",7359,,"wgEncodeUwDnaseHs27aPkRep1","None","narrowPeak","Peaks","wgEncodeUwDnaseHs27aPkRep1.narrowPeak.gz","wgEncodeUwDnaseHs27aPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHs27aPkRep1.narrowPeak.gz"
"bone_marrow_HS27a","wgEncodeUwDnase","DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-07-13#,#2013-04-12#,"wgEncodeEH003029","GSM1024785","Stam","UW","DS16602","WindowDensity-bin20-win+/-75","e93680a6f489a2cdbaccdeb3f71bd962",,"hg19","wgEncode",1,"183M",7359,,"wgEncodeUwDnaseHs27aRawRep1","None","bigWig","RawSignal","wgEncodeUwDnaseHs27aRawRep1.bigWig","wgEncodeUwDnaseHs27aRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHs27aRawRep1.bigWig"
"bone_marrow_HS5","wgEncodeUwDnase","DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-07-13#,#2013-04-12#,"wgEncodeEH003030","GSM1024746","Stam","UW","DS16597","Hotspot-v5.2","027fc86e95395186cf039176d64b9401",,"hg19","wgEncode",1,"3.7M",7360,,"wgEncodeUwDnaseHs5HotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwDnaseHs5HotspotsRep1.broadPeak.gz","wgEncodeUwDnaseHs5HotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHs5HotspotsRep1.broadPeak.gz"
"bone_marrow_HS5","wgEncodeUwDnase","DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-07-13#,#2013-04-12#,"wgEncodeEH003030","GSM1024746","Stam","UW","DS16597","lmax-v1.0","9b6bde6ab0d9d5be3c66575e296c25d2",,"hg19","wgEncode",1,"2.1M",7360,,"wgEncodeUwDnaseHs5PkRep1","None","narrowPeak","Peaks","wgEncodeUwDnaseHs5PkRep1.narrowPeak.gz","wgEncodeUwDnaseHs5PkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHs5PkRep1.narrowPeak.gz"
"bone_marrow_HS5","wgEncodeUwDnase","DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-07-13#,#2013-04-12#,"wgEncodeEH003030","GSM1024746","Stam","UW","DS16597","WindowDensity-bin20-win+/-75","2c0f5e99d5c732518a98e0c6503f4ed6",,"hg19","wgEncode",1,"189M",7360,,"wgEncodeUwDnaseHs5RawRep1","None","bigWig","RawSignal","wgEncodeUwDnaseHs5RawRep1.bigWig","wgEncodeUwDnaseHs5RawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHs5RawRep1.bigWig"
"HSMM","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2011-01-06#,#2011-10-06#,"wgEncodeEH001185","GSM736560","Stam","UW","DS14426","Hotspot-v5.1","3ac2ceb8c0ddbe21fdb69644ddab1b54",,"hg19","wgEncode",1,"3.7M",3173,,"wgEncodeUwDnaseHsmmHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwDnaseHsmmHotspotsRep1.broadPeak.gz","wgEncodeUwDnaseHsmmHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHsmmHotspotsRep1.broadPeak.gz"
"HSMM","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2011-01-06#,#2011-10-06#,"wgEncodeEH001185","GSM736553","Stam","UW","DS14430","Hotspot-v5.1","f37b1eee66c6c128ec5de7d8044cc8ec",,"hg19","wgEncode",2,"3.8M",3174,,"wgEncodeUwDnaseHsmmHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwDnaseHsmmHotspotsRep2.broadPeak.gz","wgEncodeUwDnaseHsmmHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHsmmHotspotsRep2.broadPeak.gz"
"HSMM","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2011-01-06#,#2011-10-06#,"wgEncodeEH001185","GSM736560","Stam","UW","DS14426","lmax-v1.0","3561aee9bd52949dffc7e7f96c71af87",,"hg19","wgEncode",1,"2.6M",3173,,"wgEncodeUwDnaseHsmmPkRep1","None","narrowPeak","Peaks","wgEncodeUwDnaseHsmmPkRep1.narrowPeak.gz","wgEncodeUwDnaseHsmmPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHsmmPkRep1.narrowPeak.gz"
"HSMM","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2011-01-06#,#2011-10-06#,"wgEncodeEH001185","GSM736553","Stam","UW","DS14430","lmax-v1.0","db249a70538a9697d041fd594774c38b",,"hg19","wgEncode",2,"2.5M",3174,,"wgEncodeUwDnaseHsmmPkRep2","None","narrowPeak","Peaks","wgEncodeUwDnaseHsmmPkRep2.narrowPeak.gz","wgEncodeUwDnaseHsmmPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHsmmPkRep2.narrowPeak.gz"
"HSMM","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2011-01-06#,#2011-10-06#,"wgEncodeEH001185","GSM736560","Stam","UW","DS14426","WindowDensity-bin20-win+/-75","080fa96dab90a55c36689b2cd25ce9bc",,"hg19","wgEncode",1,"164M",3173,,"wgEncodeUwDnaseHsmmRawRep1","None","bigWig","RawSignal","wgEncodeUwDnaseHsmmRawRep1.bigWig","wgEncodeUwDnaseHsmmRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHsmmRawRep1.bigWig"
"HSMM","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2011-01-06#,#2011-10-06#,"wgEncodeEH001185","GSM736553","Stam","UW","DS14430","WindowDensity-bin20-win+/-75","9b1da2e26020c51751dd113e6142f28c",,"hg19","wgEncode",2,"170M",3174,,"wgEncodeUwDnaseHsmmRawRep2","None","bigWig","RawSignal","wgEncodeUwDnaseHsmmRawRep2.bigWig","wgEncodeUwDnaseHsmmRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHsmmRawRep2.bigWig"
"HSMMtube","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2011-01-06#,#2011-10-06#,"wgEncodeEH001186","GSM736530","Stam","UW","DS15542","Hotspot-v5.1","ecf429fcb151e1266006a25280d7b5f8",,"hg19","wgEncode",1,"4.6M",3175,,"wgEncodeUwDnaseHsmmtHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwDnaseHsmmtHotspotsRep1.broadPeak.gz","wgEncodeUwDnaseHsmmtHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHsmmtHotspotsRep1.broadPeak.gz"
"HSMMtube","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2011-06-25#,#2012-03-25#,"wgEncodeEH001186","GSM1024788","Stam","UW","DS15538","Hotspot-v5.2","b6127f275bd83cbe63b0e059082a6aca",,"hg19","wgEncode",2,"4.2M",4405,,"wgEncodeUwDnaseHsmmtHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwDnaseHsmmtHotspotsRep2.broadPeak.gz","wgEncodeUwDnaseHsmmtHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHsmmtHotspotsRep2.broadPeak.gz"
"HSMMtube","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2011-01-06#,#2011-10-06#,"wgEncodeEH001186","GSM736530","Stam","UW","DS15542","lmax-v1.0","aae3a5d06d682a8393b9958e75d86e91",,"hg19","wgEncode",1,"2.5M",3175,,"wgEncodeUwDnaseHsmmtPkRep1","None","narrowPeak","Peaks","wgEncodeUwDnaseHsmmtPkRep1.narrowPeak.gz","wgEncodeUwDnaseHsmmtPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHsmmtPkRep1.narrowPeak.gz"
"HSMMtube","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2011-06-25#,#2012-03-25#,"wgEncodeEH001186","GSM1024788","Stam","UW","DS15538","lmax-v1.0","c787a7bcd889667b18dee8a17021b439",,"hg19","wgEncode",2,"2.8M",4405,,"wgEncodeUwDnaseHsmmtPkRep2","None","narrowPeak","Peaks","wgEncodeUwDnaseHsmmtPkRep2.narrowPeak.gz","wgEncodeUwDnaseHsmmtPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHsmmtPkRep2.narrowPeak.gz"
"HSMMtube","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2011-01-06#,#2011-10-06#,"wgEncodeEH001186","GSM736530","Stam","UW","DS15542","WindowDensity-bin20-win+/-75","77aedf2d6148737a7ebb4d5f13e9b1f7",,"hg19","wgEncode",1,"163M",3175,,"wgEncodeUwDnaseHsmmtRawRep1","None","bigWig","RawSignal","wgEncodeUwDnaseHsmmtRawRep1.bigWig","wgEncodeUwDnaseHsmmtRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHsmmtRawRep1.bigWig"
"HSMMtube","wgEncodeUwDnase","DnaseSeq","ENCODE Mar 2012 Freeze",,#2011-06-25#,#2012-03-25#,"wgEncodeEH001186","GSM1024788","Stam","UW","DS15538","WindowDensity-bin20-win+/-75","ebffda9da7d2c9f806c0a66ecf6f9817",,"hg19","wgEncode",2,"118M",4405,,"wgEncodeUwDnaseHsmmtRawRep2","None","bigWig","RawSignal","wgEncodeUwDnaseHsmmtRawRep2.bigWig","wgEncodeUwDnaseHsmmtRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHsmmtRawRep2.bigWig"
"HUVEC","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-18#,#2009-04-27#,#2010-01-27#,"wgEncodeEH000488","GSM736575","Stam","UW","DS10060","Hotspot-v5.1","8102f0e1d4880cec0daf287e5d6a1b4c",,"hg18","wgEncode",1,"3.0M",1624,,"wgEncodeUwDnaseHuvecHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwDnaseHuvecHotspotsRep1.broadPeak.gz","wgEncodeUwDnaseHuvecHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHuvecHotspotsRep1.broadPeak.gz"
"HUVEC","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2011-01-06#,#2011-10-06#,"wgEncodeEH000488","GSM736533","Stam","UW","DS13475","Hotspot-v5.1","df4b9b3bce767707eef05922d1b70a3d",,"hg19","wgEncode",2,"4.1M",3176,,"wgEncodeUwDnaseHuvecHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwDnaseHuvecHotspotsRep2.broadPeak.gz","wgEncodeUwDnaseHuvecHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHuvecHotspotsRep2.broadPeak.gz"
"HUVEC","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2011-01-14#,#2011-10-14#,"wgEncodeEH000488","GSM736575","Stam","UW","DS10060","lmax-v1.0","febb003e53c0d355023053e8b6a723d6",,"hg18","wgEncode",1,"1.4M",3261,"V2 - Fixed bug in peak calls that artificially reduced the number of peaks","wgEncodeUwDnaseHuvecPkRep1V2","None","narrowPeak","Peaks","wgEncodeUwDnaseHuvecPkRep1V2.narrowPeak.gz","wgEncodeUwDnaseHuvecPkRep1V2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHuvecPkRep1V2.narrowPeak.gz"
"HUVEC","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2011-01-06#,#2011-10-06#,"wgEncodeEH000488","GSM736533","Stam","UW","DS13475","lmax-v1.0","69e927c98297c97055be74fbac6fa45f",,"hg19","wgEncode",2,"1.6M",3176,,"wgEncodeUwDnaseHuvecPkRep2","None","narrowPeak","Peaks","wgEncodeUwDnaseHuvecPkRep2.narrowPeak.gz","wgEncodeUwDnaseHuvecPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHuvecPkRep2.narrowPeak.gz"
"HUVEC","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-18#,#2009-04-27#,#2010-01-27#,"wgEncodeEH000488","GSM736575","Stam","UW","DS10060","WindowDensity-bin20-win+/-75","d31ad898a86096a18ddf5c51bca9a3ab",,"hg18","wgEncode",1,"157M",1624,,"wgEncodeUwDnaseHuvecRawRep1","None","bigWig","RawSignal","wgEncodeUwDnaseHuvecRawRep1.bigWig","wgEncodeUwDnaseHuvecRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHuvecRawRep1.bigWig"
"HUVEC","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2011-01-06#,#2011-10-06#,"wgEncodeEH000488","GSM736533","Stam","UW","DS13475","WindowDensity-bin20-win+/-75","264344a14ec954b8dfedb8a089d97657",,"hg19","wgEncode",2,"214M",3176,,"wgEncodeUwDnaseHuvecRawRep2","None","bigWig","RawSignal","wgEncodeUwDnaseHuvecRawRep2.bigWig","wgEncodeUwDnaseHuvecRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHuvecRawRep2.bigWig"
"HVMF","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-07-26#,#2011-04-26#,"wgEncodeEH001176","GSM736534","Stam","UW","DS13981","Hotspot-v5.1","4872a4b87435328fafa33d6b6e3cad39",,"hg19","wgEncode",1,"3.2M",2079,,"wgEncodeUwDnaseHvmfHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwDnaseHvmfHotspotsRep1.broadPeak.gz","wgEncodeUwDnaseHvmfHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHvmfHotspotsRep1.broadPeak.gz"
"HVMF","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-07-26#,#2011-04-26#,"wgEncodeEH001176","GSM736491","Stam","UW","DS13977","Hotspot-v5.1","106dd31e66d2bc071d11c3aeb3735986",,"hg19","wgEncode",2,"3.3M",2078,,"wgEncodeUwDnaseHvmfHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwDnaseHvmfHotspotsRep2.broadPeak.gz","wgEncodeUwDnaseHvmfHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHvmfHotspotsRep2.broadPeak.gz"
"HVMF","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-07-26#,#2011-04-26#,"wgEncodeEH001176","GSM736534","Stam","UW","DS13981","lmax-v1.0","b0cd5d30fe0293e886ccee9e7206cc0e",,"hg19","wgEncode",1,"1.9M",2079,,"wgEncodeUwDnaseHvmfPkRep1","None","narrowPeak","Peaks","wgEncodeUwDnaseHvmfPkRep1.narrowPeak.gz","wgEncodeUwDnaseHvmfPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHvmfPkRep1.narrowPeak.gz"
"HVMF","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-07-26#,#2011-04-26#,"wgEncodeEH001176","GSM736491","Stam","UW","DS13977","lmax-v1.0","e5446ea094adccdf84474837b811ef4a",,"hg19","wgEncode",2,"2.0M",2078,,"wgEncodeUwDnaseHvmfPkRep2","None","narrowPeak","Peaks","wgEncodeUwDnaseHvmfPkRep2.narrowPeak.gz","wgEncodeUwDnaseHvmfPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHvmfPkRep2.narrowPeak.gz"
"HVMF","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-07-26#,#2011-04-26#,"wgEncodeEH001176","GSM736534","Stam","UW","DS13981","WindowDensity-bin20-win+/-75","1cc84999af77d1de2d9257878427d4fd",,"hg19","wgEncode",1,"119M",2079,,"wgEncodeUwDnaseHvmfRawRep1","None","bigWig","RawSignal","wgEncodeUwDnaseHvmfRawRep1.bigWig","wgEncodeUwDnaseHvmfRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHvmfRawRep1.bigWig"
"HVMF","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2010-07-26#,#2011-04-26#,"wgEncodeEH001176","GSM736491","Stam","UW","DS13977","WindowDensity-bin20-win+/-75","98cbba7c98cc53495e8aa239eb8f90ce",,"hg19","wgEncode",2,"124M",2078,,"wgEncodeUwDnaseHvmfRawRep2","None","bigWig","RawSignal","wgEncodeUwDnaseHvmfRawRep2.bigWig","wgEncodeUwDnaseHvmfRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseHvmfRawRep2.bigWig"
"Jurkat","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2011-01-06#,#2011-10-06#,"wgEncodeEH000497","GSM736501","Stam","UW","DS12659","Hotspot-v5.1","d2a1db93f8e0a4340b5d8eca5cf1684c",,"hg19","wgEncode",1,"3.0M",3178,,"wgEncodeUwDnaseJurkatHotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwDnaseJurkatHotspotsRep1.broadPeak.gz","wgEncodeUwDnaseJurkatHotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseJurkatHotspotsRep1.broadPeak.gz"
"Jurkat","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2011-01-06#,#2011-10-06#,"wgEncodeEH000497","GSM736492","Stam","UW","DS10681","Hotspot-v5.1","efd04e60707e5bee88a364d6c171fdd8",,"hg19","wgEncode",2,"3.8M",3177,,"wgEncodeUwDnaseJurkatHotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwDnaseJurkatHotspotsRep2.broadPeak.gz","wgEncodeUwDnaseJurkatHotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseJurkatHotspotsRep2.broadPeak.gz"
"Jurkat","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2011-01-06#,#2011-10-06#,"wgEncodeEH000497","GSM736501","Stam","UW","DS12659","lmax-v1.0","ee142f9af4c4791bd4e836cdc94a4530",,"hg19","wgEncode",1,"1.9M",3178,,"wgEncodeUwDnaseJurkatPkRep1","None","narrowPeak","Peaks","wgEncodeUwDnaseJurkatPkRep1.narrowPeak.gz","wgEncodeUwDnaseJurkatPkRep1.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseJurkatPkRep1.narrowPeak.gz"
"Jurkat","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2011-01-06#,#2011-10-06#,"wgEncodeEH000497","GSM736492","Stam","UW","DS10681","lmax-v1.0","af2be53c8ab8e951365ca8f7ea2c7ef6",,"hg19","wgEncode",2,"1.5M",3177,,"wgEncodeUwDnaseJurkatPkRep2","None","narrowPeak","Peaks","wgEncodeUwDnaseJurkatPkRep2.narrowPeak.gz","wgEncodeUwDnaseJurkatPkRep2.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseJurkatPkRep2.narrowPeak.gz"
"Jurkat","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2011-01-06#,#2011-10-06#,"wgEncodeEH000497","GSM736501","Stam","UW","DS12659","WindowDensity-bin20-win+/-75","137b780f9a726333bfc7a806082e1c8c",,"hg19","wgEncode",1,"250M",3178,,"wgEncodeUwDnaseJurkatRawRep1","None","bigWig","RawSignal","wgEncodeUwDnaseJurkatRawRep1.bigWig","wgEncodeUwDnaseJurkatRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseJurkatRawRep1.bigWig"
"Jurkat","wgEncodeUwDnase","DnaseSeq","ENCODE Jan 2011 Freeze",,#2011-01-06#,#2011-10-06#,"wgEncodeEH000497","GSM736492","Stam","UW","DS10681","WindowDensity-bin20-win+/-75","8475607b1d1d40a9b3c6ad59b953dfe1",,"hg19","wgEncode",2,"189M",3177,,"wgEncodeUwDnaseJurkatRawRep2","None","bigWig","RawSignal","wgEncodeUwDnaseJurkatRawRep2.bigWig","wgEncodeUwDnaseJurkatRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseJurkatRawRep2.bigWig"
"K562","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-19#,#2008-12-09#,#2009-09-09#,"wgEncodeEH000484","GSM736629","Stam","UW","DS9767","Hotspot-v5.1","718be2f8cdeac410cc6d28040152e4ea",,"hg18","wgEncode",1,"3.6M",1676,,"wgEncodeUwDnaseK562HotspotsRep1","None","broadPeak","Hotspots","wgEncodeUwDnaseK562HotspotsRep1.broadPeak.gz","wgEncodeUwDnaseK562HotspotsRep1.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseK562HotspotsRep1.broadPeak.gz"
"K562","wgEncodeUwDnase","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-19#,#2008-12-09#,#2009-09-09#,"wgEncodeEH000484","GSM736566","Stam","UW","DS9764","Hotspot-v5.1","5adb9c13257e6505c22453565ef0fb47",,"hg18","wgEncode",2,"3.6M",1675,,"wgEncodeUwDnaseK562HotspotsRep2","None","broadPeak","Hotspots","wgEncodeUwDnaseK562HotspotsRep2.broadPeak.gz","wgEncodeUwDnaseK562HotspotsRep2.broadPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeUwDnase/wgEncodeUwDnaseK562HotspotsRep2.broadPeak.gz"
