"bio_rep","cell","composite","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","dcc_internal_notes","donor_id","geo_sample_accession","grant","lab","lab_exp_id","lab_protocol_id","lab_version","localization","md5sum","obj_status","project","read_type","replicate","rna_extract","seq_platform","sex","size","spike_in_pool","sub_id","submitted_data_version","table_name","type","view","filename","fname","url"
"074WC","HPIEpC","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-27#,#2012-11-27#,"wgEncodeEH002685",,9012801.2,"GSM984604","Gingeras","CSHL","LID47253",,,"cell","e1e7416128256a066339226349eb1689",,"wgEncode","2x101D",2,"total","Illumina_HiSeq_2000",,"216M","Nist13",5884,,"wgEncodeCshlLongRnaSeqHpiepcCellTotalMinusRep2","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqHpiepcCellTotalMinusRep2.bigWig","wgEncodeCshlLongRnaSeqHpiepcCellTotalMinusRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHpiepcCellTotalMinusRep2.bigWig"
"073WC","HPIEpC","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-03-14#,#2012-12-14#,"wgEncodeEH002685",,9041503.2,"GSM984604","Gingeras","CSHL","LID47105",,,"cell","78eb4e27dcba6b851895abd398406b68",,"wgEncode","2x101D",1,"total","Illumina_HiSeq_2000",,"193M","Nist13",5995,,"wgEncodeCshlLongRnaSeqHpiepcCellTotalPlusRep1","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqHpiepcCellTotalPlusRep1.bigWig","wgEncodeCshlLongRnaSeqHpiepcCellTotalPlusRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHpiepcCellTotalPlusRep1.bigWig"
"074WC","HPIEpC","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-27#,#2012-11-27#,"wgEncodeEH002685",,9012801.2,"GSM984604","Gingeras","CSHL","LID47253",,,"cell","baeecd78ae91f947d42949c6554e6fa2",,"wgEncode","2x101D",2,"total","Illumina_HiSeq_2000",,"224M","Nist13",5884,,"wgEncodeCshlLongRnaSeqHpiepcCellTotalPlusRep2","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqHpiepcCellTotalPlusRep2.bigWig","wgEncodeCshlLongRnaSeqHpiepcCellTotalPlusRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHpiepcCellTotalPlusRep2.bigWig"
"094WC,093WC","HSaVEC","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-03-16#,#2012-12-16#,"wgEncodeEH002676",,"9100101.15,0022202.16","GSM984613","Gingeras","CSHL","LID47261,LID47260",,"iIDR","cell","047c8dc3d8c68a2240ad7a0f1cfcf0a1",,"wgEncode","2x101D",,"total","Illumina_HiSeq_2000",,"30M","Nist13",6027,,"wgEncodeCshlLongRnaSeqHsavecCellTotalContigs","bedRnaElements","Contigs","wgEncodeCshlLongRnaSeqHsavecCellTotalContigs.bedRnaElements.gz","wgEncodeCshlLongRnaSeqHsavecCellTotalContigs.bedRnaElements","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHsavecCellTotalContigs.bedRnaElements.gz"
"093WC","HSaVEC","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-26#,#2012-11-26#,"wgEncodeEH002676",,22202.16,"GSM984613","Gingeras","CSHL","LID47260",,,"cell","edbf11999e849996c3a5d7f6a3c166f4",,"wgEncode","2x101D",1,"total","Illumina_HiSeq_2000",,"277M","Nist13",5888,,"wgEncodeCshlLongRnaSeqHsavecCellTotalMinusRep1","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqHsavecCellTotalMinusRep1.bigWig","wgEncodeCshlLongRnaSeqHsavecCellTotalMinusRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHsavecCellTotalMinusRep1.bigWig"
"094WC","HSaVEC","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-24#,#2012-11-24#,"wgEncodeEH002676",,9100101.15,"GSM984613","Gingeras","CSHL","LID47261",,,"cell","2dcd88e100d73a79969d6758053b6b75",,"wgEncode","2x101D",2,"total","Illumina_HiSeq_2000",,"200M","Nist13",5867,,"wgEncodeCshlLongRnaSeqHsavecCellTotalMinusRep2","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqHsavecCellTotalMinusRep2.bigWig","wgEncodeCshlLongRnaSeqHsavecCellTotalMinusRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHsavecCellTotalMinusRep2.bigWig"
"093WC","HSaVEC","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-26#,#2012-11-26#,"wgEncodeEH002676",,22202.16,"GSM984613","Gingeras","CSHL","LID47260",,,"cell","a1d4729c43643a7dbc93b42c810ca633",,"wgEncode","2x101D",1,"total","Illumina_HiSeq_2000",,"279M","Nist13",5888,,"wgEncodeCshlLongRnaSeqHsavecCellTotalPlusRep1","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqHsavecCellTotalPlusRep1.bigWig","wgEncodeCshlLongRnaSeqHsavecCellTotalPlusRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHsavecCellTotalPlusRep1.bigWig"
"094WC","HSaVEC","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-24#,#2012-11-24#,"wgEncodeEH002676",,9100101.15,"GSM984613","Gingeras","CSHL","LID47261",,,"cell","5702afcb563c42d4b43f35d05ecf2208",,"wgEncode","2x101D",2,"total","Illumina_HiSeq_2000",,"202M","Nist13",5867,,"wgEncodeCshlLongRnaSeqHsavecCellTotalPlusRep2","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqHsavecCellTotalPlusRep2.bigWig","wgEncodeCshlLongRnaSeqHsavecCellTotalPlusRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHsavecCellTotalPlusRep2.bigWig"
"023WC","HSMM","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-10-22#,#2011-07-22#,"wgEncodeEH000177",,,"GSM765391","Gingeras","CSHL","LID8826",,,"cell","a06b15f8a5f4de8114bc4bd3d18e57e0",,"wgEncode","2x76D",1,"longNonPolyA","Illumina_GA2x",,"134M","Nist14",2552,,"wgEncodeCshlLongRnaSeqHsmmCellLongnonpolyaMinusRawSigRep1","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqHsmmCellLongnonpolyaMinusRawSigRep1.bigWig","wgEncodeCshlLongRnaSeqHsmmCellLongnonpolyaMinusRawSigRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHsmmCellLongnonpolyaMinusRawSigRep1.bigWig"
"024WC","HSMM","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-10-22#,#2011-07-22#,"wgEncodeEH000177",,,"GSM765391","Gingeras","CSHL","LID8827",,,"cell","2f811554c78ffeac501a88b55ee02ad5",,"wgEncode","2x76D",2,"longNonPolyA","Illumina_GA2x",,"155M","Nist14",2556,,"wgEncodeCshlLongRnaSeqHsmmCellLongnonpolyaMinusRawSigRep2","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqHsmmCellLongnonpolyaMinusRawSigRep2.bigWig","wgEncodeCshlLongRnaSeqHsmmCellLongnonpolyaMinusRawSigRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHsmmCellLongnonpolyaMinusRawSigRep2.bigWig"
"023WC","HSMM","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-10-22#,#2011-07-22#,"wgEncodeEH000177",,,"GSM765391","Gingeras","CSHL","LID8826",,,"cell","5b9f524892a55e44eeb2c853dabd7c42",,"wgEncode","2x76D",1,"longNonPolyA","Illumina_GA2x",,"138M","Nist14",2552,,"wgEncodeCshlLongRnaSeqHsmmCellLongnonpolyaPlusRawSigRep1","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqHsmmCellLongnonpolyaPlusRawSigRep1.bigWig","wgEncodeCshlLongRnaSeqHsmmCellLongnonpolyaPlusRawSigRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHsmmCellLongnonpolyaPlusRawSigRep1.bigWig"
"024WC","HSMM","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-10-22#,#2011-07-22#,"wgEncodeEH000177",,,"GSM765391","Gingeras","CSHL","LID8827",,,"cell","3c1bc64972ca57495682acf98dcef61a",,"wgEncode","2x76D",2,"longNonPolyA","Illumina_GA2x",,"160M","Nist14",2556,,"wgEncodeCshlLongRnaSeqHsmmCellLongnonpolyaPlusRawSigRep2","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqHsmmCellLongnonpolyaPlusRawSigRep2.bigWig","wgEncodeCshlLongRnaSeqHsmmCellLongnonpolyaPlusRawSigRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHsmmCellLongnonpolyaPlusRawSigRep2.bigWig"
"023WC,024WC","HSMM","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2011-02-18#,#2011-11-18#,"wgEncodeEH000177",,,"GSM765391","Gingeras","CSHL","LID8826,LID8827",,"iIDR","cell","d6aed0607983086ad99eeeb1d75e5ef4",,"wgEncode","2x76D",,"longNonPolyA","Illumina_GA2x",,"5.4M","Nist14",3621,,"wgEncodeCshlLongRnaSeqHsmmCellPamContigs","bedRnaElements","Contigs","wgEncodeCshlLongRnaSeqHsmmCellPamContigs.bedRnaElements.gz","wgEncodeCshlLongRnaSeqHsmmCellPamContigs.bedRnaElements","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHsmmCellPamContigs.bedRnaElements.gz"
"023WC,024WC","HSMM","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2011-02-18#,#2011-11-18#,"wgEncodeEH000154",,,"GSM758578","Gingeras","CSHL","LID8710,LID8711",,"iIDR","cell","e9bd75d1a165580480967ee89a27be95",,"wgEncode","2x76D",,"longPolyA","Illumina_GA2x",,"11M","Nist14",3622,,"wgEncodeCshlLongRnaSeqHsmmCellPapContigs","bedRnaElements","Contigs","wgEncodeCshlLongRnaSeqHsmmCellPapContigs.bedRnaElements.gz","wgEncodeCshlLongRnaSeqHsmmCellPapContigs.bedRnaElements","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHsmmCellPapContigs.bedRnaElements.gz"
"023WC","HSMM","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-29#,#2011-06-29#,"wgEncodeEH000154",,,"GSM758578","Gingeras","CSHL","LID8710",,,"cell","a28fe167cc029ca8f6126a9aba3144d9",,"wgEncode","2x76D",1,"longPolyA","Illumina_GA2x",,"331M","Nist14",2459,,"wgEncodeCshlLongRnaSeqHsmmCellPapMinusRawSigRep1","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqHsmmCellPapMinusRawSigRep1.bigWig","wgEncodeCshlLongRnaSeqHsmmCellPapMinusRawSigRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHsmmCellPapMinusRawSigRep1.bigWig"
"024WC","HSMM","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-29#,#2011-06-29#,"wgEncodeEH000154",,,"GSM758578","Gingeras","CSHL","LID8711",,,"cell","e3889b4a196f36bf230b16ffa8a177ab",,"wgEncode","2x76D",2,"longPolyA","Illumina_GA2x",,"497M","Nist14",2460,,"wgEncodeCshlLongRnaSeqHsmmCellPapMinusRawSigRep2","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqHsmmCellPapMinusRawSigRep2.bigWig","wgEncodeCshlLongRnaSeqHsmmCellPapMinusRawSigRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHsmmCellPapMinusRawSigRep2.bigWig"
"023WC","HSMM","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-29#,#2011-06-29#,"wgEncodeEH000154",,,"GSM758578","Gingeras","CSHL","LID8710",,,"cell","1a8b3edccda962b37f115d6042db9a29",,"wgEncode","2x76D",1,"longPolyA","Illumina_GA2x",,"342M","Nist14",2459,,"wgEncodeCshlLongRnaSeqHsmmCellPapPlusRawSigRep1","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqHsmmCellPapPlusRawSigRep1.bigWig","wgEncodeCshlLongRnaSeqHsmmCellPapPlusRawSigRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHsmmCellPapPlusRawSigRep1.bigWig"
"024WC","HSMM","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-29#,#2011-06-29#,"wgEncodeEH000154",,,"GSM758578","Gingeras","CSHL","LID8711",,,"cell","1af1b7f8f95d7e2a6e92ec0de11dcae1",,"wgEncode","2x76D",2,"longPolyA","Illumina_GA2x",,"514M","Nist14",2460,,"wgEncodeCshlLongRnaSeqHsmmCellPapPlusRawSigRep2","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqHsmmCellPapPlusRawSigRep2.bigWig","wgEncodeCshlLongRnaSeqHsmmCellPapPlusRawSigRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHsmmCellPapPlusRawSigRep2.bigWig"
"009WC","HUVEC","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-12-23#,#2011-09-23#,"wgEncodeEH000188",,,"GSM767856","Gingeras","CSHL","LID8788",,,"cell","8b5f82a7675be92488259b7403561279",,"wgEncode","2x76D",1,"longNonPolyA","Illumina_GA2x",,"192M","Nist14",3134,,"wgEncodeCshlLongRnaSeqHuvecCellLongnonpolyaMinusRawSigRep1","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqHuvecCellLongnonpolyaMinusRawSigRep1.bigWig","wgEncodeCshlLongRnaSeqHuvecCellLongnonpolyaMinusRawSigRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHuvecCellLongnonpolyaMinusRawSigRep1.bigWig"
"010WC","HUVEC","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-12-23#,#2011-09-23#,"wgEncodeEH000188",,,"GSM767856","Gingeras","CSHL","LID8789",,,"cell","a7a35220a9becc1ba9142ba9e6e12135",,"wgEncode","2x76D",2,"longNonPolyA","Illumina_GA2x",,"153M","Nist14",3135,,"wgEncodeCshlLongRnaSeqHuvecCellLongnonpolyaMinusRawSigRep2","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqHuvecCellLongnonpolyaMinusRawSigRep2.bigWig","wgEncodeCshlLongRnaSeqHuvecCellLongnonpolyaMinusRawSigRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHuvecCellLongnonpolyaMinusRawSigRep2.bigWig"
"009WC","HUVEC","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-12-23#,#2011-09-23#,"wgEncodeEH000188",,,"GSM767856","Gingeras","CSHL","LID8788",,,"cell","e427102b798b568407c58059dc5a1e4d",,"wgEncode","2x76D",1,"longNonPolyA","Illumina_GA2x",,"196M","Nist14",3134,,"wgEncodeCshlLongRnaSeqHuvecCellLongnonpolyaPlusRawSigRep1","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqHuvecCellLongnonpolyaPlusRawSigRep1.bigWig","wgEncodeCshlLongRnaSeqHuvecCellLongnonpolyaPlusRawSigRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHuvecCellLongnonpolyaPlusRawSigRep1.bigWig"
"010WC","HUVEC","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-12-23#,#2011-09-23#,"wgEncodeEH000188",,,"GSM767856","Gingeras","CSHL","LID8789",,,"cell","69848abec6e79c103c67a775fea23bde",,"wgEncode","2x76D",2,"longNonPolyA","Illumina_GA2x",,"155M","Nist14",3135,,"wgEncodeCshlLongRnaSeqHuvecCellLongnonpolyaPlusRawSigRep2","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqHuvecCellLongnonpolyaPlusRawSigRep2.bigWig","wgEncodeCshlLongRnaSeqHuvecCellLongnonpolyaPlusRawSigRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHuvecCellLongnonpolyaPlusRawSigRep2.bigWig"
"009WC,010WC","HUVEC","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2011-02-18#,#2011-11-18#,"wgEncodeEH000188",,,"GSM767856","Gingeras","CSHL","LID8788,LID8789",,"iIDR","cell","1b80e5b935908b2199f750e99b249b7a",,"wgEncode","2x76D",,"longNonPolyA","Illumina_GA2x",,"17M","Nist14",3627,,"wgEncodeCshlLongRnaSeqHuvecCellPamContigs","bedRnaElements","Contigs","wgEncodeCshlLongRnaSeqHuvecCellPamContigs.bedRnaElements.gz","wgEncodeCshlLongRnaSeqHuvecCellPamContigs.bedRnaElements","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHuvecCellPamContigs.bedRnaElements.gz"
"009WC,010WC","HUVEC","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2011-02-18#,#2011-11-18#,"wgEncodeEH000155",,,"GSM758563","Gingeras","CSHL","LID8463,LID8464",,"iIDR","cell","8cb2bf627679c4a15e9b72707b2fa413",,"wgEncode","2x76D",,"longPolyA","Illumina_GA2x",,"16M","Nist14",3628,,"wgEncodeCshlLongRnaSeqHuvecCellPapContigs","bedRnaElements","Contigs","wgEncodeCshlLongRnaSeqHuvecCellPapContigs.bedRnaElements.gz","wgEncodeCshlLongRnaSeqHuvecCellPapContigs.bedRnaElements","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHuvecCellPapContigs.bedRnaElements.gz"
"009WC","HUVEC","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-30#,#2011-06-30#,"wgEncodeEH000155",,,"GSM758563","Gingeras","CSHL","LID8463",,,"cell","1dc80cd15e3e0fc1fece94d66ed9362b",,"wgEncode","2x76D",1,"longPolyA","Illumina_GA2x",,"524M","Nist14",1930,,"wgEncodeCshlLongRnaSeqHuvecCellPapMinusRawSigRep1","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqHuvecCellPapMinusRawSigRep1.bigWig","wgEncodeCshlLongRnaSeqHuvecCellPapMinusRawSigRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHuvecCellPapMinusRawSigRep1.bigWig"
"010WC","HUVEC","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-29#,#2011-06-29#,"wgEncodeEH000155",,,"GSM758563","Gingeras","CSHL","LID8464",,,"cell","c5dc54a3c6773fb83de0b60c43bd74ed",,"wgEncode","2x76D",2,"longPolyA","Illumina_GA2x",,"561M","Nist14",1914,,"wgEncodeCshlLongRnaSeqHuvecCellPapMinusRawSigRep2","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqHuvecCellPapMinusRawSigRep2.bigWig","wgEncodeCshlLongRnaSeqHuvecCellPapMinusRawSigRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHuvecCellPapMinusRawSigRep2.bigWig"
"009WC","HUVEC","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-30#,#2011-06-30#,"wgEncodeEH000155",,,"GSM758563","Gingeras","CSHL","LID8463",,,"cell","e94d2e4799df71c7d8cb5555e5073e99",,"wgEncode","2x76D",1,"longPolyA","Illumina_GA2x",,"540M","Nist14",1930,,"wgEncodeCshlLongRnaSeqHuvecCellPapPlusRawSigRep1","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqHuvecCellPapPlusRawSigRep1.bigWig","wgEncodeCshlLongRnaSeqHuvecCellPapPlusRawSigRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHuvecCellPapPlusRawSigRep1.bigWig"
"010WC","HUVEC","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2010-09-29#,#2011-06-29#,"wgEncodeEH000155",,,"GSM758563","Gingeras","CSHL","LID8464",,,"cell","6454ddaa5cf42f913f8d88e6ac7c26d6",,"wgEncode","2x76D",2,"longPolyA","Illumina_GA2x",,"578M","Nist14",1914,,"wgEncodeCshlLongRnaSeqHuvecCellPapPlusRawSigRep2","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqHuvecCellPapPlusRawSigRep2.bigWig","wgEncodeCshlLongRnaSeqHuvecCellPapPlusRawSigRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHuvecCellPapPlusRawSigRep2.bigWig"
"029C","HUVEC","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2011-01-11#,#2011-10-11#,"wgEncodeEH000200",,,"GSM767839","Gingeras","CSHL","LID18556",,,"cytosol","7eae85ef1b359f1178d5b90ff609da76",,"wgEncode","2x76D",3,"longNonPolyA","Illumina_GA2x",,"35M","Nist14",3225,,"wgEncodeCshlLongRnaSeqHuvecCytosolLongnonpolyaMinusRawSigRep3","bigWig","MinusSignal","wgEncodeCshlLongRnaSeqHuvecCytosolLongnonpolyaMinusRawSigRep3.bigWig","wgEncodeCshlLongRnaSeqHuvecCytosolLongnonpolyaMinusRawSigRep3.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHuvecCytosolLongnonpolyaMinusRawSigRep3.bigWig"
"029C","HUVEC","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2011-01-11#,#2011-10-11#,"wgEncodeEH000200",,,"GSM767839","Gingeras","CSHL","LID18556",,,"cytosol","bc189ef51cf1faafc1aab367ce3845bf",,"wgEncode","2x76D",3,"longNonPolyA","Illumina_GA2x",,"36M","Nist14",3225,,"wgEncodeCshlLongRnaSeqHuvecCytosolLongnonpolyaPlusRawSigRep3","bigWig","PlusSignal","wgEncodeCshlLongRnaSeqHuvecCytosolLongnonpolyaPlusRawSigRep3.bigWig","wgEncodeCshlLongRnaSeqHuvecCytosolLongnonpolyaPlusRawSigRep3.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHuvecCytosolLongnonpolyaPlusRawSigRep3.bigWig"
"029C","HUVEC","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Jan 2011 Freeze",,#2011-02-18#,#2011-11-18#,"wgEncodeEH000200",,,"GSM767839","Gingeras","CSHL","LID18556",,"iIDR","cytosol","026cb2157ea5466df1171942b0ead3fa","replaced","wgEncode","2x76D",,"longNonPolyA","Illumina_GA2x",,"8.7M","Nist14",3623,,"wgEncodeCshlLongRnaSeqHuvecCytosolPamContigs","bedRnaElements","Contigs","wgEncodeCshlLongRnaSeqHuvecCytosolPamContigs.bedRnaElements.gz","wgEncodeCshlLongRnaSeqHuvecCytosolPamContigs.bedRnaElements","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHuvecCytosolPamContigs.bedRnaElements.gz"
"029C","HUVEC","wgEncodeCshlLongRnaSeq","RnaSeq","ENCODE Mar 2012 Freeze",,#2012-02-10#,#2012-11-10#,"wgEncodeEH000200",,,"GSM767839","Gingeras","CSHL","LID18556",,,"cytosol","fadc4d042c34e7dfbcf0d95cf75416b5",,"wgEncode","2x76D",,"longNonPolyA","Illumina_GA2x",,"8.7M","Nist14",5612,"V2 - Replace . with -1 for missing data","wgEncodeCshlLongRnaSeqHuvecCytosolPamContigsV2","bedRnaElements","Contigs","wgEncodeCshlLongRnaSeqHuvecCytosolPamContigsV2.bedRnaElements.gz","wgEncodeCshlLongRnaSeqHuvecCytosolPamContigsV2.bedRnaElements","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeCshlLongRnaSeq/wgEncodeCshlLongRnaSeqHuvecCytosolPamContigsV2.bedRnaElements.gz"
