"biological_category","technology","extract_name","comment__rna_tube_","comment__sample_name_","comment__organism_","protocol_ref","parameter__rna_extraction_","extract_name_1","comment__rna_id_","comment__material_type_","comment__comment_on_rna_","protocol_ref_1","comment__lsid_","parameter__library_protocol_","library_name","comment__library_id_","protocol_ref_2","parameter__sequence_protocol_","parameter__machine_name_","parameter__run_name_","parameter__flowcell_channel_","file_name","comment__sequence_raw_file_","protocol_ref_3","parameter__sex_","file_name_1","fname","url"
"Primary cell","HeliScopeCAGE","11692-122I9","11692-122I9","Fibroblast - Conjunctival, donor3","Homo sapiens","standard whole cell","standard whole cell","11692-122I9.rna","11692-122I9.rna","total RNA","comment:Sample category:""Syslexia samples by Morana""; company:""Sciencell/3H""; RNA lot number:""2606"";RNA Catalog number:""SC6575"";; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL","OP-HELISCOPE-CAGE-v3.12",960,"OP-HELISCOPE-CAGE-v3.12","CNhs12734","CNhs12734","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch23","/sequencedata/heliscope/srf/2011_04_06_R2_30Q_1100FOV","/sequencedata/heliscope/srf/2011_04_06_R2_30Q_1100FOV","delve_align","undefined_sex_type","Fibroblast%20-%20Conjunctival%2c%20donor3.CNhs12734.11692-122I9.hg19.nobarcode.bam","primary_cell.hCAGE-Fibroblast - Conjunctival, donor3.CNhs12734.11692-122I9.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/Fibroblast%2520-%2520Conjunctival%252c%2520donor3.CNhs12734.11692-122I9.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11269-116G9","11269-116G9","Fibroblast - Dermal, donor1","Homo sapiens","standard whole cell","standard whole cell","11269-116G9.rna","11269-116G9.rna","total RNA","comment:Sample category:""FANTOM5 snapshot""; company:""Cell Applications""; RNA lot number:""1378""; RNA Catalog number:""CA106-R10a""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:9.7; A260A280:2.14; A260A230:2.24","OP-HELISCOPE-CAGE-v4.0",916,"OP-HELISCOPE-CAGE-v4.0","CNhs12499","CNhs12499","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc2.ch09","/sequencedata/heliscope/srf/2011_3_10_RikenRun12","/sequencedata/heliscope/srf/2011_3_10_RikenRun12","delve_align","male","Fibroblast%20-%20Dermal%2c%20donor1.CNhs12499.11269-116G9.hg19.nobarcode.bam","primary_cell.hCAGE-Fibroblast - Dermal, donor1.CNhs12499.11269-116G9.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/Fibroblast%2520-%2520Dermal%252c%2520donor1.CNhs12499.11269-116G9.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11346-117G5","11346-117G5","Fibroblast - Dermal, donor2","Homo sapiens","standard whole cell","standard whole cell","11346-117G5.rna","11346-117G5.rna","total RNA","comment:Sample category:""FANTOM5 snapshot""; company:""Cell Applications""; cell lot:""N/A""; cell catalog:""N/A""; RNA lot number:""1616""; RNA Catalog number:""CA106-R10a""; donor(cell lot):""""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL","OP-HELISCOPE-CAGE-v3.12",771,"OP-HELISCOPE-CAGE-v3.12","CNhs11379","CNhs11379","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc2.ch24","/sequencedata/heliscope/srf/2011_05_10_R4_30Q_1100FOV","/sequencedata/heliscope/srf/2011_05_10_R4_30Q_1100FOV","delve_align","female","Fibroblast%20-%20Dermal%2c%20donor2.CNhs11379.11346-117G5.hg19.nobarcode.bam","primary_cell.hCAGE-Fibroblast - Dermal, donor2.CNhs11379.11346-117G5.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/Fibroblast%2520-%2520Dermal%252c%2520donor2.CNhs11379.11346-117G5.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11418-118F5","11418-118F5","Fibroblast - Dermal, donor3","Homo sapiens","standard whole cell","standard whole cell","11418-118F5.rna","11418-118F5.rna","total RNA","comment:Sample category:""FANTOM5 snapshot""; company:""Cell Applications""; cell lot:""N/A""; cell catalog:""N/A""; RNA lot number:""1375""; RNA Catalog number:""CA106-R10a""; donor(cell lot):""""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL","OP-HELISCOPE-CAGE-v4.0",837,"OP-HELISCOPE-CAGE-v4.0","CNhs12028","CNhs12028","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc2.ch08","/sequencedata/heliscope/srf/2011_1_22_Riken_Run5_30Q_1100FOV","/sequencedata/heliscope/srf/2011_1_22_Riken_Run5_30Q_1100FOV","delve_align","female","Fibroblast%20-%20Dermal%2c%20donor3.CNhs12028.11418-118F5.hg19.nobarcode.bam","primary_cell.hCAGE-Fibroblast - Dermal, donor3.CNhs12028.11418-118F5.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/Fibroblast%2520-%2520Dermal%252c%2520donor3.CNhs12028.11418-118F5.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11450-119A1","11450-119A1","Fibroblast - Dermal, donor4","Homo sapiens","standard whole cell","standard whole cell","11450-119A1.rna","11450-119A1.rna","total RNA","comment:Sample category:""FANTOM5 snapshot""; company:""Sciencell/3H""; cell lot:""N/A""; cell catalog:""N/A""; RNA lot number:""243""; RNA Catalog number:""SC2305""; donor(cell lot):""""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL","OP-HELISCOPE-CAGE-v4.0",838,"OP-HELISCOPE-CAGE-v4.0","CNhs12052","CNhs12052","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch08","/sequencedata/heliscope/srf/2011_1_28_Riken_Run6_30Q_1100FOV","/sequencedata/heliscope/srf/2011_1_28_Riken_Run6_30Q_1100FOV","delve_align","unknown_sex_type","Fibroblast%20-%20Dermal%2c%20donor4.CNhs12052.11450-119A1.hg19.nobarcode.bam","primary_cell.hCAGE-Fibroblast - Dermal, donor4.CNhs12052.11450-119A1.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/Fibroblast%2520-%2520Dermal%252c%2520donor4.CNhs12052.11450-119A1.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11454-119A5","11454-119A5","Fibroblast - Dermal, donor5","Homo sapiens","standard whole cell","standard whole cell","11454-119A5.rna","11454-119A5.rna","total RNA","comment:Sample category:""FANTOM5 snapshot""; company:""Sciencell/3H""; cell lot:""N/A""; cell catalog:""N/A""; RNA lot number:""4823""; RNA Catalog number:""SC2305""; donor(cell lot):""""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL","OP-HELISCOPE-CAGE-v4.0",838,"OP-HELISCOPE-CAGE-v4.0","CNhs12055","CNhs12055","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch24","/sequencedata/heliscope/srf/2011_1_28_Riken_Run6_30Q_1100FOV","/sequencedata/heliscope/srf/2011_1_28_Riken_Run6_30Q_1100FOV","delve_align","unknown_sex_type","Fibroblast%20-%20Dermal%2c%20donor5.CNhs12055.11454-119A5.hg19.nobarcode.bam","primary_cell.hCAGE-Fibroblast - Dermal, donor5.CNhs12055.11454-119A5.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/Fibroblast%2520-%2520Dermal%252c%2520donor5.CNhs12055.11454-119A5.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11458-119A9","11458-119A9","Fibroblast - Dermal, donor6","Homo sapiens","standard whole cell","standard whole cell","11458-119A9.rna","11458-119A9.rna","total RNA","comment:Sample category:""FANTOM5 snapshot""; company:""Sciencell/3H""; cell lot:""N/A""; cell catalog:""N/A""; RNA lot number:""4828""; RNA Catalog number:""SC2305""; donor(cell lot):""""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL","OP-HELISCOPE-CAGE-v4.0",838,"OP-HELISCOPE-CAGE-v4.0","CNhs12059","CNhs12059","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch12","/sequencedata/heliscope/srf/2011_1_28_Riken_Run6_30Q_1100FOV","/sequencedata/heliscope/srf/2011_1_28_Riken_Run6_30Q_1100FOV","delve_align","unknown_sex_type","Fibroblast%20-%20Dermal%2c%20donor6.CNhs12059.11458-119A9.hg19.nobarcode.bam","primary_cell.hCAGE-Fibroblast - Dermal, donor6.CNhs12059.11458-119A9.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/Fibroblast%2520-%2520Dermal%252c%2520donor6.CNhs12059.11458-119A9.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11237-116D4","11237-116D4","Fibroblast - Gingival, donor1","Homo sapiens","standard whole cell","standard whole cell","11237-116D4.rna","11237-116D4.rna","total RNA","comment:Sample category:""FANTOM5 snapshot""; company:""Sciencell/3H""; RNA lot number:""428""; RNA Catalog number:""SC2625""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL","OP-HELISCOPE-CAGE-v3.12",702,"OP-HELISCOPE-CAGE-v3.12","CNhs10866","CNhs10866","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch08","/sequencedata/heliscope/srf/2010_09_09_R2_30Q_1100FOV","/sequencedata/heliscope/srf/2010_09_09_R2_30Q_1100FOV","delve_align","unknown_sex_type","Fibroblast%20-%20Gingival%2c%20donor1.CNhs10866.11237-116D4.hg19.nobarcode.bam","primary_cell.hCAGE-Fibroblast - Gingival, donor1.CNhs10866.11237-116D4.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/Fibroblast%2520-%2520Gingival%252c%2520donor1.CNhs10866.11237-116D4.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11318-117D4","11318-117D4","Fibroblast - Gingival, donor2","Homo sapiens","standard whole cell","standard whole cell","11318-117D4.rna","11318-117D4.rna","total RNA","comment:Sample category:""FANTOM5 snapshot""; company:""Sciencell/3H""; cell lot:""N/A""; cell catalog:""N/A""; RNA lot number:""3540""; RNA Catalog number:""SC2625""; donor(cell lot):""""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL","OP-HELISCOPE-CAGE-v4.0",836,"OP-HELISCOPE-CAGE-v4.0","CNhs11961","CNhs11961","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch18","/sequencedata/heliscope/srf/2011_02_03_R4_30Q_1100FOV","/sequencedata/heliscope/srf/2011_02_03_R4_30Q_1100FOV","delve_align","unknown_sex_type","Fibroblast%20-%20Gingival%2c%20donor2.CNhs11961.11318-117D4.hg19.nobarcode.bam","primary_cell.hCAGE-Fibroblast - Gingival, donor2.CNhs11961.11318-117D4.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/Fibroblast%2520-%2520Gingival%252c%2520donor2.CNhs11961.11318-117D4.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11394-118C8","11394-118C8","Fibroblast - Gingival, donor3","Homo sapiens","standard whole cell","standard whole cell","11394-118C8.rna","11394-118C8.rna","total RNA","comment:Sample category:""FANTOM5 snapshot""; company:""Sciencell/3H""; cell lot:""N/A""; cell catalog:""N/A""; RNA lot number:""427""; RNA Catalog number:""SC2625""; donor(cell lot):""""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL","OP-HELISCOPE-CAGE-v4.0",837,"OP-HELISCOPE-CAGE-v4.0","CNhs12006","CNhs12006","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch02","/sequencedata/heliscope/srf/2011_1_22_Riken_Run5_30Q_1100FOV","/sequencedata/heliscope/srf/2011_1_22_Riken_Run5_30Q_1100FOV","delve_align","unknown_sex_type","Fibroblast%20-%20Gingival%2c%20donor3.CNhs12006.11394-118C8.hg19.nobarcode.bam","primary_cell.hCAGE-Fibroblast - Gingival, donor3.CNhs12006.11394-118C8.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/Fibroblast%2520-%2520Gingival%252c%2520donor3.CNhs12006.11394-118C8.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11222-116B7","11222-116B7","Fibroblast - Gingival, donor4 (GFH2)","Homo sapiens","standard whole cell","standard whole cell","11222-116B7.rna","11222-116B7.rna","total RNA","comment:Sample category:""FANTOM5 snapshot""; company:""N/A""; RNA lot number:""""; RNA Catalog number:""N/A""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:9.6; A260A280:2.04333; A260A230:1.98667","OP-HELISCOPE-CAGE-v3.12",700,"OP-HELISCOPE-CAGE-v3.12","CNhs10848","CNhs10848","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc2.ch15","/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV","/sequencedata/heliscope/srf/2010_09_06_R4_30Q_1100FOV","delve_align","male","Fibroblast%20-%20Gingival%2c%20donor4%20%28GFH2%29.CNhs10848.11222-116B7.hg19.nobarcode.bam","primary_cell.hCAGE-Fibroblast - Gingival, donor4 (GFH2).CNhs10848.11222-116B7.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/Fibroblast%2520-%2520Gingival%252c%2520donor4%2520%2528GFH2%2529.CNhs10848.11222-116B7.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11303-117B7","11303-117B7","Fibroblast - Gingival, donor5 (GFH3)","Homo sapiens","standard whole cell","standard whole cell","11303-117B7.rna","11303-117B7.rna","total RNA","comment:Sample category:""FANTOM5 snapshot""; company:""N/A""; cell lot:""N/A""; cell catalog:""N/A""; RNA lot number:""""; RNA Catalog number:""N/A""; donor(cell lot):""""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:9.5; A260A280:2.05; A260A230:1.68667","OP-HELISCOPE-CAGE-v4.0",836,"OP-HELISCOPE-CAGE-v4.0","CNhs11952","CNhs11952","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch20","/sequencedata/heliscope/srf/2011_02_03_R4_30Q_1100FOV","/sequencedata/heliscope/srf/2011_02_03_R4_30Q_1100FOV","delve_align","male","Fibroblast%20-%20Gingival%2c%20donor5%20%28GFH3%29.CNhs11952.11303-117B7.hg19.nobarcode.bam","primary_cell.hCAGE-Fibroblast - Gingival, donor5 (GFH3).CNhs11952.11303-117B7.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/Fibroblast%2520-%2520Gingival%252c%2520donor5%2520%2528GFH3%2529.CNhs11952.11303-117B7.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11270-116H1","11270-116H1","Fibroblast - Lung, donor1","Homo sapiens","standard whole cell","standard whole cell","11270-116H1.rna","11270-116H1.rna","total RNA","comment:Sample category:""FANTOM5 snapshot""; company:""Cell Applications""; RNA lot number:""1432""; RNA Catalog number:""CA506-R10f""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:8.8; A260A280:2.13; A260A230:2.64","OP-HELISCOPE-CAGE-v4.0",916,"OP-HELISCOPE-CAGE-v4.0","CNhs12500","CNhs12500","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc2.ch06","/sequencedata/heliscope/srf/2011_3_10_RikenRun12","/sequencedata/heliscope/srf/2011_3_10_RikenRun12","delve_align","female","Fibroblast%20-%20Lung%2c%20donor1.CNhs12500.11270-116H1.hg19.nobarcode.bam","primary_cell.hCAGE-Fibroblast - Lung, donor1.CNhs12500.11270-116H1.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/Fibroblast%2520-%2520Lung%252c%2520donor1.CNhs12500.11270-116H1.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11347-117G6","11347-117G6","Fibroblast - Lung, donor2","Homo sapiens","standard whole cell","standard whole cell","11347-117G6.rna","11347-117G6.rna","total RNA","comment:Sample category:""FANTOM5 snapshot""; company:""Cell Applications""; cell lot:""N/A""; cell catalog:""N/A""; RNA lot number:""1592""; RNA Catalog number:""CA506-R10f""; donor(cell lot):""""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL","OP-HELISCOPE-CAGE-v3.12",771,"OP-HELISCOPE-CAGE-v3.12","CNhs11380","CNhs11380","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc2.ch21","/sequencedata/heliscope/srf/2011_05_10_R4_30Q_1100FOV","/sequencedata/heliscope/srf/2011_05_10_R4_30Q_1100FOV","delve_align","male","Fibroblast%20-%20Lung%2c%20donor2.CNhs11380.11347-117G6.hg19.nobarcode.bam","primary_cell.hCAGE-Fibroblast - Lung, donor2.CNhs11380.11347-117G6.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/Fibroblast%2520-%2520Lung%252c%2520donor2.CNhs11380.11347-117G6.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11419-118F6","11419-118F6","Fibroblast - Lung, donor3","Homo sapiens","standard whole cell","standard whole cell","11419-118F6.rna","11419-118F6.rna","total RNA","comment:Sample category:""FANTOM5 snapshot""; company:""Cell Applications""; cell lot:""N/A""; cell catalog:""N/A""; RNA lot number:""1593""; RNA Catalog number:""CA506-R10f""; donor(cell lot):""""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:NULL; A260A280:NULL; A260A230:NULL","OP-HELISCOPE-CAGE-v4.0",837,"OP-HELISCOPE-CAGE-v4.0","CNhs12029","CNhs12029","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc2.ch05","/sequencedata/heliscope/srf/2011_1_22_Riken_Run5_30Q_1100FOV","/sequencedata/heliscope/srf/2011_1_22_Riken_Run5_30Q_1100FOV","delve_align","male","Fibroblast%20-%20Lung%2c%20donor3.CNhs12029.11419-118F6.hg19.nobarcode.bam","primary_cell.hCAGE-Fibroblast - Lung, donor3.CNhs12029.11419-118F6.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/Fibroblast%2520-%2520Lung%252c%2520donor3.CNhs12029.11419-118F6.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11506-119G3","11506-119G3","Fibroblast - Lymphatic, donor1","Homo sapiens","standard whole cell","standard whole cell","11506-119G3.rna","11506-119G3.rna","total RNA","comment:Sample category:""FANTOM5 snapshot""; company:""Sciencell/3H""; cell lot:""N/A""; cell catalog:""N/A""; RNA lot number:""lot:5347""; RNA Catalog number:""SC2535""; donor(cell lot):""""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:9.9; A260A280:NULL; A260A230:NULL","OP-HELISCOPE-CAGE-v3.12",767,"OP-HELISCOPE-CAGE-v3.12","CNhs11322","CNhs11322","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc2.ch01","/sequencedata/heliscope/srf/2010_12_02_R2_30Q_1100FOV","/sequencedata/heliscope/srf/2010_12_02_R2_30Q_1100FOV","delve_align","undefined_sex_type","Fibroblast%20-%20Lymphatic%2c%20donor1.CNhs11322.11506-119G3.hg19.nobarcode.bam ","primary_cell.hCAGE-Fibroblast - Lymphatic, donor1.CNhs11322.11506-119G3.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/Fibroblast%2520-%2520Lymphatic%252c%2520donor1.CNhs11322.11506-119G3.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11586-120G2","11586-120G2","Fibroblast - Lymphatic, donor2","Homo sapiens","standard whole cell","standard whole cell","11586-120G2.rna","11586-120G2.rna","total RNA","comment:Sample category:""FANTOM5 snapshot""; company:""Sciencell/3H""; cell lot:""N/A""; cell catalog:""N/A""; RNA lot number:""lot:3528""; RNA Catalog number:""SC2535""; donor(cell lot):""""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:9.9; A260A280:NULL; A260A230:NULL","OP-HELISCOPE-CAGE-v4.0",838,"OP-HELISCOPE-CAGE-v4.0","CNhs12082","CNhs12082","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc2.ch15","/sequencedata/heliscope/srf/2011_1_28_Riken_Run6_30Q_1100FOV","/sequencedata/heliscope/srf/2011_1_28_Riken_Run6_30Q_1100FOV","delve_align","undefined_sex_type","Fibroblast%20-%20Lymphatic%2c%20donor2.CNhs12082.11586-120G2.hg19.nobarcode.bam","primary_cell.hCAGE-Fibroblast - Lymphatic, donor2.CNhs12082.11586-120G2.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/Fibroblast%2520-%2520Lymphatic%252c%2520donor2.CNhs12082.11586-120G2.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11667-122G2","11667-122G2","Fibroblast - Lymphatic, donor3","Homo sapiens","standard whole cell","standard whole cell","11667-122G2.rna","11667-122G2.rna","total RNA","comment:Sample category:""FANTOM5 snapshot""; company:""Sciencell/3H""; cell lot:""N/A""; cell catalog:""N/A""; RNA lot number:""lot:5389""; RNA Catalog number:""SC2535""; donor(cell lot):""""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:9.9; A260A280:NULL; A260A230:NULL","OP-HELISCOPE-CAGE-v4.0",839,"OP-HELISCOPE-CAGE-v4.0","CNhs12118","CNhs12118","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc2.ch01","/sequencedata/heliscope/srf/2011_03_04_R2_30Q_1100FOV","/sequencedata/heliscope/srf/2011_03_04_R2_30Q_1100FOV","delve_align","undefined_sex_type","Fibroblast%20-%20Lymphatic%2c%20donor3.CNhs12118.11667-122G2.hg19.nobarcode.bam","primary_cell.hCAGE-Fibroblast - Lymphatic, donor3.CNhs12118.11667-122G2.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/Fibroblast%2520-%2520Lymphatic%252c%2520donor3.CNhs12118.11667-122G2.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11540-120B1","11540-120B1","Fibroblast - Mammary, donor1","Homo sapiens","standard whole cell","standard whole cell","11540-120B1.rna","11540-120B1.rna","total RNA","comment:Sample category:""FANTOM5 snapshot""; company:""Sciencell/3H""; cell lot:""N/A""; cell catalog:""N/A""; RNA lot number:""lot:4030""; RNA Catalog number:""SC7635""; donor(cell lot):""""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:9.9; A260A280:NULL; A260A230:NULL","OP-HELISCOPE-CAGE-v3.12",769,"OP-HELISCOPE-CAGE-v3.12","CNhs11348","CNhs11348","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch21","/sequencedata/heliscope/srf/2011_05_10_R4_30Q_1100FOV","/sequencedata/heliscope/srf/2011_05_10_R4_30Q_1100FOV","delve_align","undefined_sex_type","Fibroblast%20-%20Mammary%2c%20donor1.CNhs11348.11540-120B1.hg19.nobarcode.bam","primary_cell.hCAGE-Fibroblast - Mammary, donor1.CNhs11348.11540-120B1.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/Fibroblast%2520-%2520Mammary%252c%2520donor1.CNhs11348.11540-120B1.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11620-122A9","11620-122A9","Fibroblast - Mammary, donor2","Homo sapiens","standard whole cell","standard whole cell","11620-122A9.rna","11620-122A9.rna","total RNA","comment:Sample category:""FANTOM5 snapshot""; company:""Sciencell/3H""; cell lot:""N/A""; cell catalog:""N/A""; RNA lot number:""lot:4552""; RNA Catalog number:""SC7635""; donor(cell lot):""""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:9.9; A260A280:NULL; A260A230:NULL","OP-HELISCOPE-CAGE-v4.0",839,"OP-HELISCOPE-CAGE-v4.0","CNhs12103","CNhs12103","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc1.ch24","/sequencedata/heliscope/srf/2011_2_11__RikenRun7","/sequencedata/heliscope/srf/2011_2_11__RikenRun7","delve_align","undefined_sex_type","Fibroblast%20-%20Mammary%2c%20donor2.CNhs12103.11620-122A9.hg19.nobarcode.bam","primary_cell.hCAGE-Fibroblast - Mammary, donor2.CNhs12103.11620-122A9.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/Fibroblast%2520-%2520Mammary%252c%2520donor2.CNhs12103.11620-122A9.hg19.ctss.bed.gz"
"Primary cell","HeliScopeCAGE","11701-123A9","11701-123A9","Fibroblast - Mammary, donor3","Homo sapiens","standard whole cell","standard whole cell","11701-123A9.rna","11701-123A9.rna","total RNA","comment:Sample category:""FANTOM5 snapshot""; company:""Sciencell/3H""; cell lot:""N/A""; cell catalog:""N/A""; RNA lot number:""lot:4066""; RNA Catalog number:""SC7635""; donor(cell lot):""""; rna_sample_type:total RNA; extract_method:standard whole cell; RIN:10; A260A280:NULL; A260A230:NULL","OP-HELISCOPE-CAGE-v4.0",839,"OP-HELISCOPE-CAGE-v4.0","CNhs12128","CNhs12128","OP-HELISCOPE-sequencing-v1.0","OP-HELISCOPE-sequencing-v1.0","NA","NA","fc2.ch21","/sequencedata/heliscope/srf/2011_03_04_R2_30Q_1100FOV","/sequencedata/heliscope/srf/2011_03_04_R2_30Q_1100FOV","delve_align","undefined_sex_type","Fibroblast%20-%20Mammary%2c%20donor3.CNhs12128.11701-123A9.hg19.nobarcode.bam","primary_cell.hCAGE-Fibroblast - Mammary, donor3.CNhs12128.11701-123A9.hg19.ctss.bed","http://fantom.gsc.riken.jp/5/datafiles/phase1.0/basic/human.primary_cell.hCAGE/Fibroblast%2520-%2520Mammary%252c%2520donor3.CNhs12128.11701-123A9.hg19.ctss.bed.gz"
