"bio_rep","cell","composite","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","donor_id","geo_sample_accession","grant","lab","lab_exp_id","lab_version","localization","md5sum","obj_status","project","read_type","replicate","rna_extract","seq_platform","sex","size","software_version","sub_id","submitted_data_version","table_name","type","view","filename","fname","url"
"010WC","HUVEC","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001141",,,"Gingeras","RIKEN","J79",,"cell","e8c8190de5ff0064026fa1ac9b466bf9","renamed","wgEncode",,2,"longPolyA","Illumina_GA2x",,"6.0M",,2388,,"wgEncodeRikenCageHuvecCellPapPlusClustersRep2","bigWig","PlusSignal","wgEncodeRikenCageHuvecCellPapPlusClustersRep2.bigWig","wgEncodeRikenCageHuvecCellPapPlusClustersRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHuvecCellPapPlusClustersRep2.bigWig"
"009WC","HUVEC","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001141",,"GSM849327","Gingeras","RIKEN","J78",,"cell","01dfb230ab89be13d8f70c2078362da8",,"wgEncode",,1,"longPolyA","Illumina_GA2x",,"5.4M",,2376,,"wgEncodeRikenCageHuvecCellPapPlusSignalRep1","bigWig","PlusSignal","wgEncodeRikenCageHuvecCellPapPlusSignalRep1.bigWig","wgEncodeRikenCageHuvecCellPapPlusSignalRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHuvecCellPapPlusSignalRep1.bigWig"
"010WC","HUVEC","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001141",,"GSM849327","Gingeras","RIKEN","J79",,"cell","e8c8190de5ff0064026fa1ac9b466bf9",,"wgEncode",,2,"longPolyA","Illumina_GA2x",,"6.0M",,2388,,"wgEncodeRikenCageHuvecCellPapPlusSignalRep2","bigWig","PlusSignal","wgEncodeRikenCageHuvecCellPapPlusSignalRep2.bigWig","wgEncodeRikenCageHuvecCellPapPlusSignalRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHuvecCellPapPlusSignalRep2.bigWig"
"Generation 0","HUVEC","wgEncodeRikenCage","Cage","ENCODE June 2010 Freeze",#2010-06-21#,#2010-01-13#,#2010-10-13#,"wgEncodeEH000342",,,"Gingeras","RIKEN",,"bedtools v2.7.1","cytosol","0a572af5457e703ee9514005f13edf19","renamed","wgEncode",,0,"longNonPolyA",,,"13M",,1800,,"wgEncodeRikenCageHuvecCytosolLongnonpolyaMinusClusters","bigWig","MinusSignal","wgEncodeRikenCageHuvecCytosolLongnonpolyaMinusClusters.bigWig","wgEncodeRikenCageHuvecCytosolLongnonpolyaMinusClusters.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHuvecCytosolLongnonpolyaMinusClusters.bigWig"
"Generation 0","HUVEC","wgEncodeRikenCage","Cage","ENCODE June 2010 Freeze",#2010-06-21#,#2010-01-13#,#2010-10-13#,"wgEncodeEH000342",,,"Gingeras","RIKEN",,"bedtools v2.7.1","cytosol","6291b1e05295a86e8b2aa7e0b8ae0c05","renamed","wgEncode",,0,"longNonPolyA",,,"13M",,1800,,"wgEncodeRikenCageHuvecCytosolLongnonpolyaPlusClusters","bigWig","PlusSignal","wgEncodeRikenCageHuvecCytosolLongnonpolyaPlusClusters.bigWig","wgEncodeRikenCageHuvecCytosolLongnonpolyaPlusClusters.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHuvecCytosolLongnonpolyaPlusClusters.bigWig"
"gen0116C","HUVEC","wgEncodeRikenCage","Cage","ENCODE June 2010 Freeze",#2010-06-21#,#2010-01-13#,#2010-10-13#,"wgEncodeEH000342",,"GSM849350","Gingeras","RIKEN","I72","bedtools v2.7.1","cytosol","0a572af5457e703ee9514005f13edf19",,"wgEncode",,,"longNonPolyA",,,"13M",,1800,,"wgEncodeRikenCageHuvecCytosolPamMinusSignal","bigWig","MinusSignal","wgEncodeRikenCageHuvecCytosolPamMinusSignal.bigWig","wgEncodeRikenCageHuvecCytosolPamMinusSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHuvecCytosolPamMinusSignal.bigWig"
"gen0116C","HUVEC","wgEncodeRikenCage","Cage","ENCODE June 2010 Freeze",#2010-06-21#,#2010-01-13#,#2010-10-13#,"wgEncodeEH000342",,"GSM849350","Gingeras","RIKEN","I72","bedtools v2.7.1","cytosol","6291b1e05295a86e8b2aa7e0b8ae0c05",,"wgEncode",,,"longNonPolyA",,,"13M",,1800,,"wgEncodeRikenCageHuvecCytosolPamPlusSignal","bigWig","PlusSignal","wgEncodeRikenCageHuvecCytosolPamPlusSignal.bigWig","wgEncodeRikenCageHuvecCytosolPamPlusSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHuvecCytosolPamPlusSignal.bigWig"
"029C","HUVEC","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001142",,,"Gingeras","RIKEN","K03",,"cytosol","0af38b6061decd89498c9b035cefe734","renamed","wgEncode",,3,"longPolyA","Illumina_GA2x",,"5.8M",,2368,,"wgEncodeRikenCageHuvecCytosolPapMinusClustersRep3","bigWig","MinusSignal","wgEncodeRikenCageHuvecCytosolPapMinusClustersRep3.bigWig","wgEncodeRikenCageHuvecCytosolPapMinusClustersRep3.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHuvecCytosolPapMinusClustersRep3.bigWig"
"030C","HUVEC","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001142",,,"Gingeras","RIKEN","K04",,"cytosol","11384c6a20004845a1908588c9ce7f01","renamed","wgEncode",,4,"longPolyA","Illumina_GA2x",,"5.6M",,2354,,"wgEncodeRikenCageHuvecCytosolPapMinusClustersRep4","bigWig","MinusSignal","wgEncodeRikenCageHuvecCytosolPapMinusClustersRep4.bigWig","wgEncodeRikenCageHuvecCytosolPapMinusClustersRep4.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHuvecCytosolPapMinusClustersRep4.bigWig"
"029C","HUVEC","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001142",,"GSM849324","Gingeras","RIKEN","K03",,"cytosol","0af38b6061decd89498c9b035cefe734",,"wgEncode",,3,"longPolyA","Illumina_GA2x",,"5.8M",,2368,,"wgEncodeRikenCageHuvecCytosolPapMinusSignalRep3","bigWig","MinusSignal","wgEncodeRikenCageHuvecCytosolPapMinusSignalRep3.bigWig","wgEncodeRikenCageHuvecCytosolPapMinusSignalRep3.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHuvecCytosolPapMinusSignalRep3.bigWig"
"030C","HUVEC","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001142",,"GSM849324","Gingeras","RIKEN","K04",,"cytosol","11384c6a20004845a1908588c9ce7f01",,"wgEncode",,4,"longPolyA","Illumina_GA2x",,"5.6M",,2354,,"wgEncodeRikenCageHuvecCytosolPapMinusSignalRep4","bigWig","MinusSignal","wgEncodeRikenCageHuvecCytosolPapMinusSignalRep4.bigWig","wgEncodeRikenCageHuvecCytosolPapMinusSignalRep4.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHuvecCytosolPapMinusSignalRep4.bigWig"
"029C","HUVEC","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001142",,,"Gingeras","RIKEN","K03",,"cytosol","78d7a2c1fbecbbcebf31141e47a4c3bd","renamed","wgEncode",,3,"longPolyA","Illumina_GA2x",,"5.8M",,2368,,"wgEncodeRikenCageHuvecCytosolPapPlusClustersRep3","bigWig","PlusSignal","wgEncodeRikenCageHuvecCytosolPapPlusClustersRep3.bigWig","wgEncodeRikenCageHuvecCytosolPapPlusClustersRep3.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHuvecCytosolPapPlusClustersRep3.bigWig"
"030C","HUVEC","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001142",,,"Gingeras","RIKEN","K04",,"cytosol","b7587592dd6dfd8ed87dabd3ee6df2c3","renamed","wgEncode",,4,"longPolyA","Illumina_GA2x",,"5.8M",,2354,,"wgEncodeRikenCageHuvecCytosolPapPlusClustersRep4","bigWig","PlusSignal","wgEncodeRikenCageHuvecCytosolPapPlusClustersRep4.bigWig","wgEncodeRikenCageHuvecCytosolPapPlusClustersRep4.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHuvecCytosolPapPlusClustersRep4.bigWig"
"029C","HUVEC","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001142",,"GSM849324","Gingeras","RIKEN","K03",,"cytosol","78d7a2c1fbecbbcebf31141e47a4c3bd",,"wgEncode",,3,"longPolyA","Illumina_GA2x",,"5.8M",,2368,,"wgEncodeRikenCageHuvecCytosolPapPlusSignalRep3","bigWig","PlusSignal","wgEncodeRikenCageHuvecCytosolPapPlusSignalRep3.bigWig","wgEncodeRikenCageHuvecCytosolPapPlusSignalRep3.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHuvecCytosolPapPlusSignalRep3.bigWig"
"030C","HUVEC","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001142",,"GSM849324","Gingeras","RIKEN","K04",,"cytosol","b7587592dd6dfd8ed87dabd3ee6df2c3",,"wgEncode",,4,"longPolyA","Illumina_GA2x",,"5.8M",,2354,,"wgEncodeRikenCageHuvecCytosolPapPlusSignalRep4","bigWig","PlusSignal","wgEncodeRikenCageHuvecCytosolPapPlusSignalRep4.bigWig","wgEncodeRikenCageHuvecCytosolPapPlusSignalRep4.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHuvecCytosolPapPlusSignalRep4.bigWig"
"gen0162N","HUVEC","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-31#,"wgEncodeEH002749",,"GSM979644","Gingeras","RIKEN","CTig10027",,"nucleus","d7d6d4d6d6d6cbad8e155b9621909adc",,"wgEncode","1x36",1,"longNonPolyA","Illumina_GA2x",,"26M",,6635,,"wgEncodeRikenCageHuvecNucleusPamMinusRawRep1","bigWig","MinusSignal","wgEncodeRikenCageHuvecNucleusPamMinusRawRep1.bigWig","wgEncodeRikenCageHuvecNucleusPamMinusRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHuvecNucleusPamMinusRawRep1.bigWig"
"gen0162N","HUVEC","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-31#,"wgEncodeEH002749",,"GSM979644","Gingeras","RIKEN","CTig10027",,"nucleus","c71d492d7c62fddc76b4efc098f1bc9d",,"wgEncode","1x36",1,"longNonPolyA","Illumina_GA2x",,"24M",,6635,,"wgEncodeRikenCageHuvecNucleusPamPlusRawRep1","bigWig","PlusSignal","wgEncodeRikenCageHuvecNucleusPamPlusRawRep1.bigWig","wgEncodeRikenCageHuvecNucleusPamPlusRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHuvecNucleusPamPlusRawRep1.bigWig"
"029N","HUVEC","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001143",,,"Gingeras","RIKEN","K05",,"nucleus","4b4c9685bc810855c8120de03a190608","renamed","wgEncode",,3,"longPolyA","Illumina_GA2x",,"18M",,2377,,"wgEncodeRikenCageHuvecNucleusPapMinusClustersRep3","bigWig","MinusSignal","wgEncodeRikenCageHuvecNucleusPapMinusClustersRep3.bigWig","wgEncodeRikenCageHuvecNucleusPapMinusClustersRep3.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHuvecNucleusPapMinusClustersRep3.bigWig"
"030N","HUVEC","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001143",,,"Gingeras","RIKEN","K06",,"nucleus","36c37d8e3a87cb4ec71181fc38b2ab42","renamed","wgEncode",,4,"longPolyA","Illumina_GA2x",,"17M",,2356,,"wgEncodeRikenCageHuvecNucleusPapMinusClustersRep4","bigWig","MinusSignal","wgEncodeRikenCageHuvecNucleusPapMinusClustersRep4.bigWig","wgEncodeRikenCageHuvecNucleusPapMinusClustersRep4.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHuvecNucleusPapMinusClustersRep4.bigWig"
"029N","HUVEC","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001143",,"GSM849325","Gingeras","RIKEN","K05",,"nucleus","4b4c9685bc810855c8120de03a190608",,"wgEncode",,3,"longPolyA","Illumina_GA2x",,"18M",,2377,,"wgEncodeRikenCageHuvecNucleusPapMinusSignalRep3","bigWig","MinusSignal","wgEncodeRikenCageHuvecNucleusPapMinusSignalRep3.bigWig","wgEncodeRikenCageHuvecNucleusPapMinusSignalRep3.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHuvecNucleusPapMinusSignalRep3.bigWig"
"030N","HUVEC","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001143",,"GSM849325","Gingeras","RIKEN","K06",,"nucleus","36c37d8e3a87cb4ec71181fc38b2ab42",,"wgEncode",,4,"longPolyA","Illumina_GA2x",,"17M",,2356,,"wgEncodeRikenCageHuvecNucleusPapMinusSignalRep4","bigWig","MinusSignal","wgEncodeRikenCageHuvecNucleusPapMinusSignalRep4.bigWig","wgEncodeRikenCageHuvecNucleusPapMinusSignalRep4.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHuvecNucleusPapMinusSignalRep4.bigWig"
"029N","HUVEC","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001143",,,"Gingeras","RIKEN","K05",,"nucleus","5e374fa9c298c3b3201108e0d5ae6ae3","renamed","wgEncode",,3,"longPolyA","Illumina_GA2x",,"19M",,2377,,"wgEncodeRikenCageHuvecNucleusPapPlusClustersRep3","bigWig","PlusSignal","wgEncodeRikenCageHuvecNucleusPapPlusClustersRep3.bigWig","wgEncodeRikenCageHuvecNucleusPapPlusClustersRep3.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHuvecNucleusPapPlusClustersRep3.bigWig"
"030N","HUVEC","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001143",,,"Gingeras","RIKEN","K06",,"nucleus","ee75882cf87e463a5773b62139320725","renamed","wgEncode",,4,"longPolyA","Illumina_GA2x",,"17M",,2356,,"wgEncodeRikenCageHuvecNucleusPapPlusClustersRep4","bigWig","PlusSignal","wgEncodeRikenCageHuvecNucleusPapPlusClustersRep4.bigWig","wgEncodeRikenCageHuvecNucleusPapPlusClustersRep4.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHuvecNucleusPapPlusClustersRep4.bigWig"
"029N","HUVEC","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001143",,"GSM849325","Gingeras","RIKEN","K05",,"nucleus","5e374fa9c298c3b3201108e0d5ae6ae3",,"wgEncode",,3,"longPolyA","Illumina_GA2x",,"19M",,2377,,"wgEncodeRikenCageHuvecNucleusPapPlusSignalRep3","bigWig","PlusSignal","wgEncodeRikenCageHuvecNucleusPapPlusSignalRep3.bigWig","wgEncodeRikenCageHuvecNucleusPapPlusSignalRep3.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHuvecNucleusPapPlusSignalRep3.bigWig"
"030N","HUVEC","wgEncodeRikenCage","Cage","ENCODE Jan 2011 Freeze",,#2010-09-21#,#2011-06-21#,"wgEncodeEH001143",,"GSM849325","Gingeras","RIKEN","K06",,"nucleus","ee75882cf87e463a5773b62139320725",,"wgEncode",,4,"longPolyA","Illumina_GA2x",,"17M",,2356,,"wgEncodeRikenCageHuvecNucleusPapPlusSignalRep4","bigWig","PlusSignal","wgEncodeRikenCageHuvecNucleusPapPlusSignalRep4.bigWig","wgEncodeRikenCageHuvecNucleusPapPlusSignalRep4.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHuvecNucleusPapPlusSignalRep4.bigWig"
"051WC","HVMF","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002750",6091203.3,"GSM979660","Gingeras","RIKEN","CThi10034",,"cell","41c4630ad4208bc1469e7afd59390d3c",,"wgEncode","1x50",1,"longPolyA","Illumina_HiSeq_2000",,"12M",,6594,,"wgEncodeRikenCageHvmfCellPapMinusRawRep1","bigWig","MinusSignal","wgEncodeRikenCageHvmfCellPapMinusRawRep1.bigWig","wgEncodeRikenCageHvmfCellPapMinusRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHvmfCellPapMinusRawRep1.bigWig"
"052WC","HVMF","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002750",6100401.3,"GSM979660","Gingeras","RIKEN","CThi10035",,"cell","1e6e8e6cfd9a8f7c4904c9e7ada5fd1e",,"wgEncode","1x50",2,"longPolyA","Illumina_HiSeq_2000",,"16M",,6611,,"wgEncodeRikenCageHvmfCellPapMinusRawRep2","bigWig","MinusSignal","wgEncodeRikenCageHvmfCellPapMinusRawRep2.bigWig","wgEncodeRikenCageHvmfCellPapMinusRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHvmfCellPapMinusRawRep2.bigWig"
"051WC","HVMF","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002750",6091203.3,"GSM979660","Gingeras","RIKEN","CThi10034",,"cell","f138ac1f31c150b07cf062249c47bd14",,"wgEncode","1x50",1,"longPolyA","Illumina_HiSeq_2000",,"12M",,6594,,"wgEncodeRikenCageHvmfCellPapPlusRawRep1","bigWig","PlusSignal","wgEncodeRikenCageHvmfCellPapPlusRawRep1.bigWig","wgEncodeRikenCageHvmfCellPapPlusRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHvmfCellPapPlusRawRep1.bigWig"
"052WC","HVMF","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002750",6100401.3,"GSM979660","Gingeras","RIKEN","CThi10035",,"cell","706f3e2b39370f47c84ac2ed1452f438",,"wgEncode","1x50",2,"longPolyA","Illumina_HiSeq_2000",,"16M",,6611,,"wgEncodeRikenCageHvmfCellPapPlusRawRep2","bigWig","PlusSignal","wgEncodeRikenCageHvmfCellPapPlusRawRep2.bigWig","wgEncodeRikenCageHvmfCellPapPlusRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHvmfCellPapPlusRawRep2.bigWig"
"079WC","HWP","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002751",8120201.5,"GSM979661","Gingeras","RIKEN","CThi10101ACA",,"cell","6dfa2d709169cb3c93229ae0c25abc5d",,"wgEncode","1x50",1,"longPolyA","Illumina_HiSeq_2000",,"20M",,6601,,"wgEncodeRikenCageHwpCellPapMinusRawRep1","bigWig","MinusSignal","wgEncodeRikenCageHwpCellPapMinusRawRep1.bigWig","wgEncodeRikenCageHwpCellPapMinusRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHwpCellPapMinusRawRep1.bigWig"
"080WC","HWP","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002751",92205,"GSM979661","Gingeras","RIKEN","CThi10101ATC",,"cell","7e1d87a6f9cfb09e3251d1d1f88668cf",,"wgEncode","1x50",2,"longPolyA","Illumina_HiSeq_2000",,"8.5M",,6617,,"wgEncodeRikenCageHwpCellPapMinusRawRep2","bigWig","MinusSignal","wgEncodeRikenCageHwpCellPapMinusRawRep2.bigWig","wgEncodeRikenCageHwpCellPapMinusRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHwpCellPapMinusRawRep2.bigWig"
"079WC","HWP","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002751",8120201.5,"GSM979661","Gingeras","RIKEN","CThi10101ACA",,"cell","7715e67aca62a27c51f2734b3deacdbb",,"wgEncode","1x50",1,"longPolyA","Illumina_HiSeq_2000",,"19M",,6601,,"wgEncodeRikenCageHwpCellPapPlusRawRep1","bigWig","PlusSignal","wgEncodeRikenCageHwpCellPapPlusRawRep1.bigWig","wgEncodeRikenCageHwpCellPapPlusRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHwpCellPapPlusRawRep1.bigWig"
"080WC","HWP","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002751",92205,"GSM979661","Gingeras","RIKEN","CThi10101ATC",,"cell","9f2fa6a405dffc931cfa231a462236b4",,"wgEncode","1x50",2,"longPolyA","Illumina_HiSeq_2000",,"8.4M",,6617,,"wgEncodeRikenCageHwpCellPapPlusRawRep2","bigWig","PlusSignal","wgEncodeRikenCageHwpCellPapPlusRawRep2.bigWig","wgEncodeRikenCageHwpCellPapPlusRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageHwpCellPapPlusRawRep2.bigWig"
"045WC","IMR90","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002754",58607680,"GSM979656","Gingeras","RIKEN","CThi10016",,"cell","b2d0c91d42af965d82596f89ee2bcaca",,"wgEncode","1x50",1,"longPolyA","Illumina_HiSeq_2000",,"23M",,6637,,"wgEncodeRikenCageImr90CellPapMinusRawRep1","bigWig","MinusSignal","wgEncodeRikenCageImr90CellPapMinusRawRep1.bigWig","wgEncodeRikenCageImr90CellPapMinusRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageImr90CellPapMinusRawRep1.bigWig"
"046WC","IMR90","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002754",58607680,"GSM979656","Gingeras","RIKEN","CThi10018",,"cell","216063c7658e4339b814d03911880c7e",,"wgEncode","1x50",2,"longPolyA","Illumina_HiSeq_2000",,"19M",,6643,,"wgEncodeRikenCageImr90CellPapMinusRawRep2","bigWig","MinusSignal","wgEncodeRikenCageImr90CellPapMinusRawRep2.bigWig","wgEncodeRikenCageImr90CellPapMinusRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageImr90CellPapMinusRawRep2.bigWig"
"045WC","IMR90","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002754",58607680,"GSM979656","Gingeras","RIKEN","CThi10016",,"cell","563adaeef1fd7d4793b339c0893ccbee",,"wgEncode","1x50",1,"longPolyA","Illumina_HiSeq_2000",,"23M",,6637,,"wgEncodeRikenCageImr90CellPapPlusRawRep1","bigWig","PlusSignal","wgEncodeRikenCageImr90CellPapPlusRawRep1.bigWig","wgEncodeRikenCageImr90CellPapPlusRawRep1.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageImr90CellPapPlusRawRep1.bigWig"
"046WC","IMR90","wgEncodeRikenCage","Cage","ENCODE Mar 2012 Freeze",,#2012-03-30#,#2012-12-30#,"wgEncodeEH002754",58607680,"GSM979656","Gingeras","RIKEN","CThi10018",,"cell","5678a852bb2659e5d39f3175e57eafe2",,"wgEncode","1x50",2,"longPolyA","Illumina_HiSeq_2000",,"19M",,6643,,"wgEncodeRikenCageImr90CellPapPlusRawRep2","bigWig","PlusSignal","wgEncodeRikenCageImr90CellPapPlusRawRep2.bigWig","wgEncodeRikenCageImr90CellPapPlusRawRep2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeRikenCage/wgEncodeRikenCageImr90CellPapPlusRawRep2.bigWig"
