"cell","composite","control_id","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","geo_sample_accession","grant","lab","lab_version","md5sum","obj_status","orig_assembly","project","replicate","size","sub_id","table_name","treatment","type","view","filename","fname","url"
"MRT_A204","wgEncodeOpenChromFaire","generic_female","FaireSeq","ENCODE Jul 2012 Freeze",,#2012-04-20#,#2013-01-20#,"wgEncodeEH003492","GSM1011126","Crawford","UNC","baseAlignCounts.pl v 1","226fb5b3c1487570c4f848e5a4c0c7ed",,,"wgEncode",,"1.9G",6792,"wgEncodeOpenChromFaireMrta2041BaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromFaireMrta2041BaseOverlapSignal.bigWig","wgEncodeOpenChromFaireMrta2041BaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireMrta2041BaseOverlapSignal.bigWig"
"MRT_A204","wgEncodeOpenChromFaire","generic_female","FaireSeq","ENCODE Jul 2012 Freeze",,#2012-04-20#,#2013-01-20#,"wgEncodeEH003492","GSM1011126","Crawford","UNC","p-value cutoff: 0.1","b2d3f6d5165833b671f45063289728d1",,,"wgEncode",,"4.3M",6792,"wgEncodeOpenChromFaireMrta2041Pk",,"narrowPeak","Peaks","wgEncodeOpenChromFaireMrta2041Pk.narrowPeak.gz","wgEncodeOpenChromFaireMrta2041Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireMrta2041Pk.narrowPeak.gz"
"MRT_A204","wgEncodeOpenChromFaire","generic_female","FaireSeq","ENCODE Jul 2012 Freeze",,#2012-04-20#,#2013-01-20#,"wgEncodeEH003492","GSM1011126","Crawford","UNC","fseq v 1.84, iff_generic_female","da1c2c214b70878eaf119713a6471e2c",,,"wgEncode",,"3.0G",6792,"wgEncodeOpenChromFaireMrta2041Sig",,"bigWig","Signal","wgEncodeOpenChromFaireMrta2041Sig.bigWig","wgEncodeOpenChromFaireMrta2041Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireMrta2041Sig.bigWig"
"MRT_G401","wgEncodeOpenChromFaire","generic_male","FaireSeq","ENCODE Jul 2012 Freeze",,#2012-04-20#,#2013-01-20#,"wgEncodeEH003493","GSM1011127","Crawford","UNC","baseAlignCounts.pl v 1","b16c15edb289dbfaf439da0db3068403",,,"wgEncode",,"1.8G",6793,"wgEncodeOpenChromFaireMrtg4016BaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromFaireMrtg4016BaseOverlapSignal.bigWig","wgEncodeOpenChromFaireMrtg4016BaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireMrtg4016BaseOverlapSignal.bigWig"
"MRT_G401","wgEncodeOpenChromFaire","generic_male","FaireSeq","ENCODE Jul 2012 Freeze",,#2012-04-20#,#2013-01-20#,"wgEncodeEH003493","GSM1011127","Crawford","UNC","p-value cutoff: 0.1","b2d4bac7c747d2cf0a0ef30fe51ea3e0",,,"wgEncode",,"4.0M",6793,"wgEncodeOpenChromFaireMrtg4016Pk",,"narrowPeak","Peaks","wgEncodeOpenChromFaireMrtg4016Pk.narrowPeak.gz","wgEncodeOpenChromFaireMrtg4016Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireMrtg4016Pk.narrowPeak.gz"
"MRT_G401","wgEncodeOpenChromFaire","generic_male","FaireSeq","ENCODE Jul 2012 Freeze",,#2012-04-20#,#2013-01-20#,"wgEncodeEH003493","GSM1011127","Crawford","UNC","fseq v 1.84, iff_generic_male","d5de320ca64657483393d5e33581c1a4",,,"wgEncode",,"3.0G",6793,"wgEncodeOpenChromFaireMrtg4016Sig",,"bigWig","Signal","wgEncodeOpenChromFaireMrtg4016Sig.bigWig","wgEncodeOpenChromFaireMrtg4016Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireMrtg4016Sig.bigWig"
"MRT_TTC549","wgEncodeOpenChromFaire","generic_female","FaireSeq","ENCODE Jul 2012 Freeze",,#2012-04-20#,#2013-01-20#,"wgEncodeEH003494","GSM1011124","Crawford","UNC","baseAlignCounts.pl v 1","5c33aa8434408a8e903c02bea16f493c",,,"wgEncode",,"1.9G",6794,"wgEncodeOpenChromFaireMrtttc549BaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromFaireMrtttc549BaseOverlapSignal.bigWig","wgEncodeOpenChromFaireMrtttc549BaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireMrtttc549BaseOverlapSignal.bigWig"
"MRT_TTC549","wgEncodeOpenChromFaire","generic_female","FaireSeq","ENCODE Jul 2012 Freeze",,#2012-04-20#,#2013-01-20#,"wgEncodeEH003494","GSM1011124","Crawford","UNC","p-value cutoff: 0.1","fcc5095fdcb1b6ca826323438ce202f9",,,"wgEncode",,"2.0M",6794,"wgEncodeOpenChromFaireMrtttc549Pk",,"narrowPeak","Peaks","wgEncodeOpenChromFaireMrtttc549Pk.narrowPeak.gz","wgEncodeOpenChromFaireMrtttc549Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireMrtttc549Pk.narrowPeak.gz"
"MRT_TTC549","wgEncodeOpenChromFaire","generic_female","FaireSeq","ENCODE Jul 2012 Freeze",,#2012-04-20#,#2013-01-20#,"wgEncodeEH003494","GSM1011124","Crawford","UNC","fseq v 1.84, iff_generic_female","3c39a3427214c6bd3052c363c889140b",,,"wgEncode",,"3.0G",6794,"wgEncodeOpenChromFaireMrtttc549Sig",,"bigWig","Signal","wgEncodeOpenChromFaireMrtttc549Sig.bigWig","wgEncodeOpenChromFaireMrtttc549Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireMrtttc549Sig.bigWig"
"NH-A","wgEncodeOpenChromFaire","generic_male","FaireSeq","ENCODE Jan 2011 Freeze",,#2010-10-15#,#2011-07-15#,"wgEncodeEH001115","GSM864347","Crawford","UNC","baseAlignCounts.pl v 1","c028ecb2031d1a5a6af121642261481f",,"hg19","wgEncode",,"667M",2481,"wgEncodeOpenChromFaireNhaBaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromFaireNhaBaseOverlapSignal.bigWig","wgEncodeOpenChromFaireNhaBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireNhaBaseOverlapSignal.bigWig"
"NH-A","wgEncodeOpenChromFaire","generic_male","FaireSeq","ENCODE Jan 2011 Freeze",,#2010-10-15#,#2011-07-15#,"wgEncodeEH001115","GSM864347","Crawford","UNC","p-value cutoff: 0.1","24e98d614c2735db3123fdf503582572",,"hg19","wgEncode",,"3.8M",2481,"wgEncodeOpenChromFaireNhaPk",,"narrowPeak","Peaks","wgEncodeOpenChromFaireNhaPk.narrowPeak.gz","wgEncodeOpenChromFaireNhaPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireNhaPk.narrowPeak.gz"
"NH-A","wgEncodeOpenChromFaire","generic_male","FaireSeq","ENCODE Jan 2011 Freeze",,#2010-10-15#,#2011-07-15#,"wgEncodeEH001115","GSM864347","Crawford","UNC","fseq v 1.84, iff_generic_male","5d914943053520f00c877154e96bbd98",,"hg19","wgEncode",,"2.9G",2481,"wgEncodeOpenChromFaireNhaSig",,"bigWig","Signal","wgEncodeOpenChromFaireNhaSig.bigWig","wgEncodeOpenChromFaireNhaSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireNhaSig.bigWig"
"NHBE","wgEncodeOpenChromFaire","generic_female","FaireSeq","ENCODE Mar 2012 Freeze",#2011-02-11#,#2010-01-09#,#2010-10-09#,"wgEncodeEH000604","GSM864337","Crawford","UNC","baseAlignCounts.pl v 1","cfdb5d7f6b6416b27642884d0068b16d",,"hg18","wgEncode",,"1.6G",3507,"wgEncodeOpenChromFaireNhbeBaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromFaireNhbeBaseOverlapSignal.bigWig","wgEncodeOpenChromFaireNhbeBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireNhbeBaseOverlapSignal.bigWig"
"NHBE","wgEncodeOpenChromFaire","generic_female","FaireSeq","ENCODE Mar 2012 Freeze",#2011-02-11#,#2010-01-09#,#2010-10-09#,"wgEncodeEH000604","GSM864337","Crawford","UNC","p-value cutoff: 0.1","0a69bbf93bc1f4ba4d42785fd3200b8f",,"hg18","wgEncode",,"2.7M",3507,"wgEncodeOpenChromFaireNhbePk",,"narrowPeak","Peaks","wgEncodeOpenChromFaireNhbePk.narrowPeak.gz","wgEncodeOpenChromFaireNhbePk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireNhbePk.narrowPeak.gz"
"NHBE","wgEncodeOpenChromFaire","generic_female","FaireSeq","ENCODE Mar 2012 Freeze",#2011-02-11#,#2010-01-09#,#2010-10-09#,"wgEncodeEH000604","GSM864337","Crawford","UNC","fseq v 1.84, iff_generic_female","9057a12d0f14c95fc096cf3bd6975b41",,"hg18","wgEncode",,"2.9G",3507,"wgEncodeOpenChromFaireNhbeSig",,"bigWig","Signal","wgEncodeOpenChromFaireNhbeSig.bigWig","wgEncodeOpenChromFaireNhbeSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireNhbeSig.bigWig"
"NHEK","wgEncodeOpenChromFaire","generic_female","FaireSeq","ENCODE June 2010 Freeze",#2010-06-17#,#2009-09-30#,#2010-06-30#,"wgEncodeEH000558","GSM864338","Crawford","UNC","baseAlignCounts.pl v 1","c67c3a7a903db8d125b0f6902a816103",,"hg18","wgEncode",,"1.7G",1530,"wgEncodeOpenChromFaireNhekBaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromFaireNhekBaseOverlapSignal.bigWig","wgEncodeOpenChromFaireNhekBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireNhekBaseOverlapSignal.bigWig"
"NHEK","wgEncodeOpenChromFaire","generic_female","FaireSeq","ENCODE June 2010 Freeze",#2010-06-17#,#2009-09-30#,#2010-06-30#,"wgEncodeEH000558","GSM864338","Crawford","UNC","p-value cutoff: 0.05","01c1a5e2375b20f8a75c146bb3661dc2",,"hg18","wgEncode",,"2.6M",1530,"wgEncodeOpenChromFaireNhekPk",,"narrowPeak","Peaks","wgEncodeOpenChromFaireNhekPk.narrowPeak.gz","wgEncodeOpenChromFaireNhekPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireNhekPk.narrowPeak.gz"
"NHEK","wgEncodeOpenChromFaire","generic_female","FaireSeq","ENCODE June 2010 Freeze",#2010-06-17#,#2009-09-30#,#2010-06-30#,"wgEncodeEH000558","GSM864338","Crawford","UNC","fseq v 1.84, iff_generic_female","ecf79b1f0183dd4bc29b41ff02660be8",,"hg18","wgEncode",,"2.8G",1530,"wgEncodeOpenChromFaireNhekSig",,"bigWig","Signal","wgEncodeOpenChromFaireNhekSig.bigWig","wgEncodeOpenChromFaireNhekSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireNhekSig.bigWig"
"Pancreas_OC","wgEncodeOpenChromFaire","generic_male","FaireSeq","ENCODE Jul 2012 Freeze",,#2012-06-19#,#2013-03-19#,"wgEncodeEH003497","GSM1011129","Crawford","UNC","baseAlignCounts.pl v 1","68507c3f3842bea006e03bbfd66bc535",,,"wgEncode",,"1.9G",7104,"wgEncodeOpenChromFairePancreasocBaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromFairePancreasocBaseOverlapSignal.bigWig","wgEncodeOpenChromFairePancreasocBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFairePancreasocBaseOverlapSignal.bigWig"
"Pancreas_OC","wgEncodeOpenChromFaire","generic_male","FaireSeq","ENCODE Jul 2012 Freeze",,#2012-06-19#,#2013-03-19#,"wgEncodeEH003497","GSM1011129","Crawford","UNC","p-value cutoff: 0.1","ecdc1588df5021879269136db2dc3906",,,"wgEncode",,"3.4M",7104,"wgEncodeOpenChromFairePancreasocPk",,"narrowPeak","Peaks","wgEncodeOpenChromFairePancreasocPk.narrowPeak.gz","wgEncodeOpenChromFairePancreasocPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFairePancreasocPk.narrowPeak.gz"
"Pancreas_OC","wgEncodeOpenChromFaire","generic_male","FaireSeq","ENCODE Jul 2012 Freeze",,#2012-06-19#,#2013-03-19#,"wgEncodeEH003497","GSM1011129","Crawford","UNC","fseq v 1.84, iff_generic_male","be71fd43605040e9675c4e54294cb7d6",,,"wgEncode",,"2.9G",7104,"wgEncodeOpenChromFairePancreasocSig",,"bigWig","Signal","wgEncodeOpenChromFairePancreasocSig.bigWig","wgEncodeOpenChromFairePancreasocSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFairePancreasocSig.bigWig"
"PanIslets","wgEncodeOpenChromFaire","generic_male","FaireSeq","ENCODE June 2010 Freeze",#2010-06-17#,#2009-10-14#,#2010-07-14#,"wgEncodeEH000573","GSM864346","Crawford","UNC","baseAlignCounts.pl v 1","2e085e6de4ab9f8a0ba4bf9da0dfcb51",,"hg18","wgEncode",,"1.5G",1546,"wgEncodeOpenChromFairePanisletsBaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromFairePanisletsBaseOverlapSignal.bigWig","wgEncodeOpenChromFairePanisletsBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFairePanisletsBaseOverlapSignal.bigWig"
"PanIslets","wgEncodeOpenChromFaire","generic_male","FaireSeq","ENCODE June 2010 Freeze",#2010-06-17#,#2009-10-14#,#2010-07-14#,"wgEncodeEH000573","GSM864346","Crawford","UNC","Lieb Lab peaks","6a96d581843e259d627f3b7fbfb47aa4",,"hg18","wgEncode",,"3.3M",1546,"wgEncodeOpenChromFairePanisletsPk",,"narrowPeak","Peaks","wgEncodeOpenChromFairePanisletsPk.narrowPeak.gz","wgEncodeOpenChromFairePanisletsPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFairePanisletsPk.narrowPeak.gz"
"PanIslets","wgEncodeOpenChromFaire","generic_male","FaireSeq","ENCODE June 2010 Freeze",#2010-06-17#,#2009-10-14#,#2010-07-14#,"wgEncodeEH000573","GSM864346","Crawford","UNC","fseq v 1.84, iff_generic_male","33d61ec229b9dd4ce41c50c6f669dfd8",,"hg18","wgEncode",,"2.9G",1546,"wgEncodeOpenChromFairePanisletsSig",,"bigWig","Signal","wgEncodeOpenChromFairePanisletsSig.bigWig","wgEncodeOpenChromFairePanisletsSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFairePanisletsSig.bigWig"
"RCC_7860","wgEncodeOpenChromFaire","generic_male","FaireSeq","ENCODE Jul 2012 Freeze",,#2012-06-19#,#2013-03-19#,"wgEncodeEH003498","GSM1011120","Crawford","UNC","baseAlignCounts.pl v 1","da1c23bf8e63fa6e5fabe131ae311571",,,"wgEncode",,"1.8G",7102,"wgEncodeOpenChromFaireRcc7860BaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromFaireRcc7860BaseOverlapSignal.bigWig","wgEncodeOpenChromFaireRcc7860BaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireRcc7860BaseOverlapSignal.bigWig"
"RCC_7860","wgEncodeOpenChromFaire","generic_male","FaireSeq","ENCODE Jul 2012 Freeze",,#2012-06-19#,#2013-03-19#,"wgEncodeEH003498","GSM1011120","Crawford","UNC","p-value cutoff: 0.1","51072ad2996d2219ca240980b06c86bb",,,"wgEncode",,"3.1M",7102,"wgEncodeOpenChromFaireRcc7860Pk",,"narrowPeak","Peaks","wgEncodeOpenChromFaireRcc7860Pk.narrowPeak.gz","wgEncodeOpenChromFaireRcc7860Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireRcc7860Pk.narrowPeak.gz"
"RCC_7860","wgEncodeOpenChromFaire","generic_male","FaireSeq","ENCODE Jul 2012 Freeze",,#2012-06-19#,#2013-03-19#,"wgEncodeEH003498","GSM1011120","Crawford","UNC","fseq v 1.84, iff_generic_male","536eea0ffc46b4f4f74e60ab2d71104f",,,"wgEncode",,"3.1G",7102,"wgEncodeOpenChromFaireRcc7860Sig",,"bigWig","Signal","wgEncodeOpenChromFaireRcc7860Sig.bigWig","wgEncodeOpenChromFaireRcc7860Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireRcc7860Sig.bigWig"
"Small_intestine_OC","wgEncodeOpenChromFaire","generic_male","FaireSeq","ENCODE Jul 2012 Freeze",,#2012-07-06#,#2013-04-06#,"wgEncodeEH003502","GSM1011130","Crawford","UNC","baseAlignCounts.pl v 1","3110b482045ef027fe327d645b2becb1",,,"wgEncode",,"1.8G",7322,"wgEncodeOpenChromFaireSmallintestineocBaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromFaireSmallintestineocBaseOverlapSignal.bigWig","wgEncodeOpenChromFaireSmallintestineocBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireSmallintestineocBaseOverlapSignal.bigWig"
"Small_intestine_OC","wgEncodeOpenChromFaire","generic_male","FaireSeq","ENCODE Jul 2012 Freeze",,#2012-07-06#,#2013-04-06#,"wgEncodeEH003502","GSM1011130","Crawford","UNC","p-value cutoff: 0.1","1e4d5f85c68e1dcc194dc665996d3352",,,"wgEncode",,"3.0M",7322,"wgEncodeOpenChromFaireSmallintestineocPk",,"narrowPeak","Peaks","wgEncodeOpenChromFaireSmallintestineocPk.narrowPeak.gz","wgEncodeOpenChromFaireSmallintestineocPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireSmallintestineocPk.narrowPeak.gz"
"Small_intestine_OC","wgEncodeOpenChromFaire","generic_male","FaireSeq","ENCODE Jul 2012 Freeze",,#2012-07-06#,#2013-04-06#,"wgEncodeEH003502","GSM1011130","Crawford","UNC","fseq v 1.84, iff_generic_male","b9b22532142675eae2e5f3fc70a5f069",,,"wgEncode",,"2.9G",7322,"wgEncodeOpenChromFaireSmallintestineocSig",,"bigWig","Signal","wgEncodeOpenChromFaireSmallintestineocSig.bigWig","wgEncodeOpenChromFaireSmallintestineocSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireSmallintestineocSig.bigWig"
"Urothelia","wgEncodeOpenChromFaire","generic_female","FaireSeq","ENCODE Jan 2011 Freeze",,#2011-01-18#,#2011-10-18#,"wgEncodeEH001122","GSM864353","Crawford","UNC","baseAlignCounts.pl v 1","e15d88414e1391a8dc453ca9fdfe0705",,"hg19","wgEncode",,"1.5G",3277,"wgEncodeOpenChromFaireUrotsaBaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromFaireUrotsaBaseOverlapSignal.bigWig","wgEncodeOpenChromFaireUrotsaBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireUrotsaBaseOverlapSignal.bigWig"
"Urothelia","wgEncodeOpenChromFaire","generic_female","FaireSeq","ENCODE Jan 2011 Freeze",,#2011-01-18#,#2011-10-18#,"wgEncodeEH001122","GSM864353","Crawford","UNC","p-value cutoff: 0.1","ebd53111c298dbf79afb64cbe9537177",,"hg19","wgEncode",,"2.7M",3277,"wgEncodeOpenChromFaireUrotsaPk",,"narrowPeak","Peaks","wgEncodeOpenChromFaireUrotsaPk.narrowPeak.gz","wgEncodeOpenChromFaireUrotsaPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireUrotsaPk.narrowPeak.gz"
"Urothelia","wgEncodeOpenChromFaire","generic_female","FaireSeq","ENCODE Jan 2011 Freeze",,#2011-01-18#,#2011-10-18#,"wgEncodeEH001122","GSM864353","Crawford","UNC","fseq v 1.84, iff_generic_female","651c53ef2a81cd4ce4eb44a439a8642a",,"hg19","wgEncode",,"2.9G",3277,"wgEncodeOpenChromFaireUrotsaSig",,"bigWig","Signal","wgEncodeOpenChromFaireUrotsaSig.bigWig","wgEncodeOpenChromFaireUrotsaSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireUrotsaSig.bigWig"
"Urothelia","wgEncodeOpenChromFaire","generic_female","FaireSeq","ENCODE Jan 2011 Freeze",,#2011-01-18#,#2011-10-18#,"wgEncodeEH001123","GSM864342","Crawford","UNC","baseAlignCounts.pl v 1","7b417e2be2df2b99cbeb769eb319ba40",,"hg19","wgEncode",,"1.6G",3278,"wgEncodeOpenChromFaireUrotsaUt189BaseOverlapSignal","UT189","bigWig","Base_Overlap_Signal","wgEncodeOpenChromFaireUrotsaUt189BaseOverlapSignal.bigWig","wgEncodeOpenChromFaireUrotsaUt189BaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireUrotsaUt189BaseOverlapSignal.bigWig"
"Urothelia","wgEncodeOpenChromFaire","generic_female","FaireSeq","ENCODE Jan 2011 Freeze",,#2011-01-18#,#2011-10-18#,"wgEncodeEH001123","GSM864342","Crawford","UNC","p-value cutoff: 0.1","8011ae9eefe13d2b6f4d2b0d40485ea2",,"hg19","wgEncode",,"2.6M",3278,"wgEncodeOpenChromFaireUrotsaUt189Pk","UT189","narrowPeak","Peaks","wgEncodeOpenChromFaireUrotsaUt189Pk.narrowPeak.gz","wgEncodeOpenChromFaireUrotsaUt189Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireUrotsaUt189Pk.narrowPeak.gz"
"Urothelia","wgEncodeOpenChromFaire","generic_female","FaireSeq","ENCODE Jan 2011 Freeze",,#2011-01-18#,#2011-10-18#,"wgEncodeEH001123","GSM864342","Crawford","UNC","fseq v 1.84, iff_generic_female","4155b410db5736a83c47a608eb729a16",,"hg19","wgEncode",,"2.8G",3278,"wgEncodeOpenChromFaireUrotsaUt189Sig","UT189","bigWig","Signal","wgEncodeOpenChromFaireUrotsaUt189Sig.bigWig","wgEncodeOpenChromFaireUrotsaUt189Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromFaire/wgEncodeOpenChromFaireUrotsaUt189Sig.bigWig"
