"cell","composite","control_id","data_type","data_version","date_resubmitted","date_submitted","date_unrestricted","dcc_accession","geo_sample_accession","grant","lab","lab_version","md5sum","obj_status","orig_assembly","project","replicate","size","sub_id","submitted_data_version","table_name","treatment","type","view","filename","fname","url"
"GM10266","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-07-16#,#2013-04-15#,"wgEncodeEH003484","GSM1008590","Crawford","Duke","p-value cutoff: 0.05","899eb44ee6d8760ce24f8cba11487553",,,"wgEncode",,"2.2M",7400,,"wgEncodeOpenChromDnaseGm10266Pk",,"narrowPeak","Peaks","wgEncodeOpenChromDnaseGm10266Pk.narrowPeak.gz","wgEncodeOpenChromDnaseGm10266Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseGm10266Pk.narrowPeak.gz"
"GM10266","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-07-16#,#2013-04-15#,"wgEncodeEH003484","GSM1008590","Crawford","Duke","fseq v 1.84, iff_generic_male","1ad38473feb170531ed7dee578340749",,,"wgEncode",,"3.2G",7400,,"wgEncodeOpenChromDnaseGm10266Sig",,"bigWig","Signal","wgEncodeOpenChromDnaseGm10266Sig.bigWig","wgEncodeOpenChromDnaseGm10266Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseGm10266Sig.bigWig"
"GM12878","wgEncodeOpenChromDnase","GM12878/Input","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-16#,#2009-02-27#,#2009-11-27#,"wgEncodeEH000534","GSM816665","Crawford","Duke","baseAlignCounts.pl v 1","20b0afe1526a764856e825552cc8fdb6",,"hg18","wgEncode",,"1.5G",1494,,"wgEncodeOpenChromDnaseGm12878BaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseGm12878BaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseGm12878BaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseGm12878BaseOverlapSignal.bigWig"
"GM12878","wgEncodeOpenChromDnase","GM12878/Input","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-16#,#2009-03-20#,#2009-12-20#,"wgEncodeEH000534","GSM816665","Crawford","Duke","p-value cutoff: 0.05","4e87ffa1c16612939f7bf43ca2fee5e6",,"hg18","wgEncode",,"2.1M",1494,,"wgEncodeOpenChromDnaseGm12878Pk",,"narrowPeak","Peaks","wgEncodeOpenChromDnaseGm12878Pk.narrowPeak.gz","wgEncodeOpenChromDnaseGm12878Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseGm12878Pk.narrowPeak.gz"
"GM12878","wgEncodeOpenChromDnase","GM12878/Input","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-16#,#2009-02-27#,#2009-11-27#,"wgEncodeEH000534","GSM816665","Crawford","Duke","fseq v 1.84, iff_GM12878","a628fc7e012115e8cde6778618e5bb49",,"hg18","wgEncode",,"3.2G",1494,,"wgEncodeOpenChromDnaseGm12878Sig",,"bigWig","Signal","wgEncodeOpenChromDnaseGm12878Sig.bigWig","wgEncodeOpenChromDnaseGm12878Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseGm12878Sig.bigWig"
"GM12891","wgEncodeOpenChromDnase","generic_male","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-16#,#2009-10-03#,#2010-07-03#,"wgEncodeEH000564","GSM816656","Crawford","Duke","baseAlignCounts.pl v 1","16ac29254466031d4901521170112af2",,"hg18","wgEncode",,"985M",1487,,"wgEncodeOpenChromDnaseGm12891BaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseGm12891BaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseGm12891BaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseGm12891BaseOverlapSignal.bigWig"
"GM12891","wgEncodeOpenChromDnase","generic_male","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-16#,#2009-10-03#,#2010-07-03#,"wgEncodeEH000564","GSM816656","Crawford","Duke","p-value cutoff: 0.05","c6027d3db1218e42d56828edf9d4f54b",,"hg18","wgEncode",,"2.6M",1487,,"wgEncodeOpenChromDnaseGm12891Pk",,"narrowPeak","Peaks","wgEncodeOpenChromDnaseGm12891Pk.narrowPeak.gz","wgEncodeOpenChromDnaseGm12891Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseGm12891Pk.narrowPeak.gz"
"GM12891","wgEncodeOpenChromDnase","generic_male","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-16#,#2009-10-03#,#2010-07-03#,"wgEncodeEH000564","GSM816656","Crawford","Duke","fseq v 1.84, iff_generic_male","b5ce8ef0327de6d00996210146f982fd",,"hg18","wgEncode",,"3.4G",1487,,"wgEncodeOpenChromDnaseGm12891Sig",,"bigWig","Signal","wgEncodeOpenChromDnaseGm12891Sig.bigWig","wgEncodeOpenChromDnaseGm12891Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseGm12891Sig.bigWig"
"GM12892","wgEncodeOpenChromDnase","generic_female","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-16#,#2009-10-06#,#2010-07-06#,"wgEncodeEH000565","GSM816657","Crawford","Duke","baseAlignCounts.pl v 1","6f947525e9e35d88dbf9ddd630e00193",,"hg18","wgEncode",,"960M",1488,,"wgEncodeOpenChromDnaseGm12892BaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseGm12892BaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseGm12892BaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseGm12892BaseOverlapSignal.bigWig"
"GM12892","wgEncodeOpenChromDnase","generic_female","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-16#,#2009-10-06#,#2010-07-06#,"wgEncodeEH000565","GSM816657","Crawford","Duke","p-value cutoff: 0.05","2f75875cd96949bf2f012be0b78df2a5",,"hg18","wgEncode",,"2.6M",1488,,"wgEncodeOpenChromDnaseGm12892Pk",,"narrowPeak","Peaks","wgEncodeOpenChromDnaseGm12892Pk.narrowPeak.gz","wgEncodeOpenChromDnaseGm12892Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseGm12892Pk.narrowPeak.gz"
"GM12892","wgEncodeOpenChromDnase","generic_female","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-16#,#2009-10-06#,#2010-07-06#,"wgEncodeEH000565","GSM816657","Crawford","Duke","fseq v 1.84, iff_generic_female","3d47a27647500fd835b5e5cf8aa0d96d",,"hg18","wgEncode",,"3.3G",1488,,"wgEncodeOpenChromDnaseGm12892Sig",,"bigWig","Signal","wgEncodeOpenChromDnaseGm12892Sig.bigWig","wgEncodeOpenChromDnaseGm12892Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseGm12892Sig.bigWig"
"GM13976","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-07-17#,#2013-04-16#,"wgEncodeEH003486","GSM1008591","Crawford","Duke","baseAlignCounts.pl v 1","2a90270596d8b7794202508f331bc6d9",,,"wgEncode",,"1.7G",7500,,"wgEncodeOpenChromDnaseGm13976BaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseGm13976BaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseGm13976BaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseGm13976BaseOverlapSignal.bigWig"
"GM13976","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-07-17#,#2013-04-16#,"wgEncodeEH003486","GSM1008591","Crawford","Duke","p-value cutoff: 0.05","63fdda6e8c3ea4a7a2dd322d4eef8407",,,"wgEncode",,"2.3M",7500,,"wgEncodeOpenChromDnaseGm13976Pk",,"narrowPeak","Peaks","wgEncodeOpenChromDnaseGm13976Pk.narrowPeak.gz","wgEncodeOpenChromDnaseGm13976Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseGm13976Pk.narrowPeak.gz"
"GM13976","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-07-17#,#2013-04-16#,"wgEncodeEH003486","GSM1008591","Crawford","Duke","fseq v 1.84, iff_generic_female","14ef8a69aacc2cabc549b3fc14f697d7",,,"wgEncode",,"3.0G",7500,,"wgEncodeOpenChromDnaseGm13976Sig",,"bigWig","Signal","wgEncodeOpenChromDnaseGm13976Sig.bigWig","wgEncodeOpenChromDnaseGm13976Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseGm13976Sig.bigWig"
"GM13977","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-07-30#,#2013-04-30#,"wgEncodeEH003488","GSM1008556","Crawford","Duke","baseAlignCounts.pl v 1","991b87bc54897827e7433865db41d03b",,,"wgEncode",,"1.7G",7514,,"wgEncodeOpenChromDnaseGm13977BaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseGm13977BaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseGm13977BaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseGm13977BaseOverlapSignal.bigWig"
"GM13977","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-07-30#,#2013-04-30#,"wgEncodeEH003488","GSM1008556","Crawford","Duke","p-value cutoff: 0.05","b1a3d5910567ebdf1ba22abbada604d4",,,"wgEncode",,"2.2M",7514,,"wgEncodeOpenChromDnaseGm13977Pk",,"narrowPeak","Peaks","wgEncodeOpenChromDnaseGm13977Pk.narrowPeak.gz","wgEncodeOpenChromDnaseGm13977Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseGm13977Pk.narrowPeak.gz"
"GM13977","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-07-30#,#2013-04-30#,"wgEncodeEH003488","GSM1008556","Crawford","Duke","fseq v 1.84, iff_generic_female","964c154c361b8b6d4a9d784fb3882eb9",,,"wgEncode",,"3.1G",7514,,"wgEncodeOpenChromDnaseGm13977Sig",,"bigWig","Signal","wgEncodeOpenChromDnaseGm13977Sig.bigWig","wgEncodeOpenChromDnaseGm13977Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseGm13977Sig.bigWig"
"GM18507","wgEncodeOpenChromDnase","generic_male","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-16#,#2009-12-19#,#2010-09-18#,"wgEncodeEH000581","GSM816653","Crawford","Duke","baseAlignCounts.pl v 1","a9ea2bd85083b1ac44f13e42e9be3775",,"hg18","wgEncode",,"931M",1507,,"wgEncodeOpenChromDnaseGm18507BaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseGm18507BaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseGm18507BaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseGm18507BaseOverlapSignal.bigWig"
"GM18507","wgEncodeOpenChromDnase","generic_male","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-16#,#2009-12-19#,#2010-09-18#,"wgEncodeEH000581","GSM816653","Crawford","Duke","p-value cutoff: 0.05","1167e17f1af02b2f7fa7eaf8404ce6a5",,"hg18","wgEncode",,"1.8M",1507,,"wgEncodeOpenChromDnaseGm18507Pk",,"narrowPeak","Peaks","wgEncodeOpenChromDnaseGm18507Pk.narrowPeak.gz","wgEncodeOpenChromDnaseGm18507Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseGm18507Pk.narrowPeak.gz"
"GM18507","wgEncodeOpenChromDnase","generic_male","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-16#,#2009-12-19#,#2010-09-18#,"wgEncodeEH000581","GSM816653","Crawford","Duke","fseq v 1.84, iff_generic_male","06361faf8a4ae30d5c4d12422bcaebb6",,"hg18","wgEncode",,"3.7G",1507,,"wgEncodeOpenChromDnaseGm18507Sig",,"bigWig","Signal","wgEncodeOpenChromDnaseGm18507Sig.bigWig","wgEncodeOpenChromDnaseGm18507Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseGm18507Sig.bigWig"
"GM19238","wgEncodeOpenChromDnase","generic_female","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-16#,#2009-10-06#,#2010-07-06#,"wgEncodeEH000566","GSM816658","Crawford","Duke","baseAlignCounts.pl v 1","6f50b992226c51a5f22eee25c41a14bc",,"hg18","wgEncode",,"969M",1489,,"wgEncodeOpenChromDnaseGm19238BaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseGm19238BaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseGm19238BaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseGm19238BaseOverlapSignal.bigWig"
"GM19238","wgEncodeOpenChromDnase","generic_female","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-16#,#2009-10-06#,#2010-07-06#,"wgEncodeEH000566","GSM816658","Crawford","Duke","p-value cutoff: 0.05","61563c708e163987d00288c07e837293",,"hg18","wgEncode",,"2.3M",1489,,"wgEncodeOpenChromDnaseGm19238Pk",,"narrowPeak","Peaks","wgEncodeOpenChromDnaseGm19238Pk.narrowPeak.gz","wgEncodeOpenChromDnaseGm19238Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseGm19238Pk.narrowPeak.gz"
"GM19238","wgEncodeOpenChromDnase","generic_female","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-16#,#2009-10-06#,#2010-07-06#,"wgEncodeEH000566","GSM816658","Crawford","Duke","fseq v 1.84, iff_generic_female","f9d788e2e1640e477a02f02b5d92cb7d",,"hg18","wgEncode",,"3.5G",1489,,"wgEncodeOpenChromDnaseGm19238Sig",,"bigWig","Signal","wgEncodeOpenChromDnaseGm19238Sig.bigWig","wgEncodeOpenChromDnaseGm19238Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseGm19238Sig.bigWig"
"GM19239","wgEncodeOpenChromDnase","generic_male","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-16#,#2009-10-06#,#2010-07-06#,"wgEncodeEH000567","GSM816659","Crawford","Duke","baseAlignCounts.pl v 1","717e489b21c000680b9a9cc85e14420a","revoked - This is a bigWig version 3 file, it is obsolete.","hg18","wgEncode",,"477M",1506,,"wgEncodeOpenChromDnaseGm19239BaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseGm19239BaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseGm19239BaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseGm19239BaseOverlapSignal.bigWig"
"GM19239","wgEncodeOpenChromDnase","generic_male","DnaseSeq","ENCODE June 2010 Freeze",#2012-03-23#,#2009-10-06#,#2010-07-06#,"wgEncodeEH000567","GSM816659","Crawford","Duke","baseAlignCounts.pl v 1","1fb150f2b518adec143582cf934c4fd4",,"hg18","wgEncode",,"1015M",6244,"V2 - The other file was bigWig version 3, which is now obsolete. It is replaced with a version 4 bigWig","wgEncodeOpenChromDnaseGm19239BaseOverlapSignalV2",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseGm19239BaseOverlapSignalV2.bigWig","wgEncodeOpenChromDnaseGm19239BaseOverlapSignalV2.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseGm19239BaseOverlapSignalV2.bigWig"
"GM19239","wgEncodeOpenChromDnase","generic_male","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-16#,#2009-10-06#,#2010-07-06#,"wgEncodeEH000567","GSM816659","Crawford","Duke","p-value cutoff: 0.05","d6b9f9594de3122501e904ccfed01b1c",,"hg18","wgEncode",,"2.4M",1506,,"wgEncodeOpenChromDnaseGm19239Pk",,"narrowPeak","Peaks","wgEncodeOpenChromDnaseGm19239Pk.narrowPeak.gz","wgEncodeOpenChromDnaseGm19239Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseGm19239Pk.narrowPeak.gz"
"GM19239","wgEncodeOpenChromDnase","generic_male","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-16#,#2009-10-06#,#2010-07-06#,"wgEncodeEH000567","GSM816659","Crawford","Duke","fseq v 1.84, iff_generic_male","5d22c35071805414ef0fa91c6af65659",,"hg18","wgEncode",,"3.5G",1506,,"wgEncodeOpenChromDnaseGm19239Sig",,"bigWig","Signal","wgEncodeOpenChromDnaseGm19239Sig.bigWig","wgEncodeOpenChromDnaseGm19239Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseGm19239Sig.bigWig"
"GM19240","wgEncodeOpenChromDnase","generic_female","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-16#,#2009-10-06#,#2010-07-06#,"wgEncodeEH000568","GSM816648","Crawford","Duke","baseAlignCounts.pl v 1","b7441cc0a991fdf3b904b341e253d945",,"hg18","wgEncode",,"951M",1509,,"wgEncodeOpenChromDnaseGm19240BaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseGm19240BaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseGm19240BaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseGm19240BaseOverlapSignal.bigWig"
"GM19240","wgEncodeOpenChromDnase","generic_female","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-16#,#2009-10-06#,#2010-07-06#,"wgEncodeEH000568","GSM816648","Crawford","Duke","p-value cutoff: 0.05","ac8924b940cd3da5ac6ce7910b9b0637",,"hg18","wgEncode",,"2.4M",1509,,"wgEncodeOpenChromDnaseGm19240Pk",,"narrowPeak","Peaks","wgEncodeOpenChromDnaseGm19240Pk.narrowPeak.gz","wgEncodeOpenChromDnaseGm19240Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseGm19240Pk.narrowPeak.gz"
"GM19240","wgEncodeOpenChromDnase","generic_female","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-16#,#2009-10-06#,#2010-07-06#,"wgEncodeEH000568","GSM816648","Crawford","Duke","fseq v 1.84, iff_generic_female","cdbbec6ebcb06010ca4e8a8aa6b41161",,"hg18","wgEncode",,"3.7G",1509,,"wgEncodeOpenChromDnaseGm19240Sig",,"bigWig","Signal","wgEncodeOpenChromDnaseGm19240Sig.bigWig","wgEncodeOpenChromDnaseGm19240Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseGm19240Sig.bigWig"
"GM20000","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-07-16#,#2013-04-15#,"wgEncodeEH003485","GSM1008587","Crawford","Duke","baseAlignCounts.pl v 1","f99dd66e4c34e9b9b081602bc20cc4cd",,,"wgEncode",,"1.7G",7399,,"wgEncodeOpenChromDnaseGm20000BaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseGm20000BaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseGm20000BaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseGm20000BaseOverlapSignal.bigWig"
"GM20000","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-07-16#,#2013-04-15#,"wgEncodeEH003485","GSM1008587","Crawford","Duke","p-value cutoff: 0.05","8312b9572ae888c04ea5538d73d032ec",,,"wgEncode",,"2.1M",7399,,"wgEncodeOpenChromDnaseGm20000Pk",,"narrowPeak","Peaks","wgEncodeOpenChromDnaseGm20000Pk.narrowPeak.gz","wgEncodeOpenChromDnaseGm20000Pk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseGm20000Pk.narrowPeak.gz"
"GM20000","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Jul 2012 Freeze",,#2012-07-16#,#2013-04-15#,"wgEncodeEH003485","GSM1008587","Crawford","Duke","fseq v 1.84, iff_generic_male","da3e26871486efab9f059dda4a8712af",,,"wgEncode",,"3.2G",7399,,"wgEncodeOpenChromDnaseGm20000Sig",,"bigWig","Signal","wgEncodeOpenChromDnaseGm20000Sig.bigWig","wgEncodeOpenChromDnaseGm20000Sig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseGm20000Sig.bigWig"
"H1-hESC","wgEncodeOpenChromDnase","generic_male","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-16#,#2009-09-30#,#2010-06-30#,"wgEncodeEH000556","GSM816632","Crawford","Duke","baseAlignCounts.pl v 1","9d60f504dfdcc32edd22e092539d1e49",,"hg18","wgEncode",,"1008M",1495,,"wgEncodeOpenChromDnaseH1hescBaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseH1hescBaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseH1hescBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseH1hescBaseOverlapSignal.bigWig"
"H1-hESC","wgEncodeOpenChromDnase","generic_male","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-16#,#2009-09-30#,#2010-06-30#,"wgEncodeEH000556","GSM816632","Crawford","Duke","p-value cutoff: 0.05","2050f652d5fd36e8fe3689063e23f465",,"hg18","wgEncode",,"2.2M",1495,,"wgEncodeOpenChromDnaseH1hescPk",,"narrowPeak","Peaks","wgEncodeOpenChromDnaseH1hescPk.narrowPeak.gz","wgEncodeOpenChromDnaseH1hescPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseH1hescPk.narrowPeak.gz"
"H1-hESC","wgEncodeOpenChromDnase","generic_male","DnaseSeq","ENCODE June 2010 Freeze",#2010-06-16#,#2009-09-30#,#2010-06-30#,"wgEncodeEH000556","GSM816632","Crawford","Duke","fseq v 1.84, iff_generic_male","7dc619020a875b5b49e0a99518d13b1f",,"hg18","wgEncode",,"3.3G",1495,,"wgEncodeOpenChromDnaseH1hescSig",,"bigWig","Signal","wgEncodeOpenChromDnaseH1hescSig.bigWig","wgEncodeOpenChromDnaseH1hescSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseH1hescSig.bigWig"
"H7-hESC","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Mar 2012 Freeze",,#2011-12-29#,#2012-09-29#,"wgEncodeEH002554","GSM1008596","Crawford","Duke","baseAlignCounts.pl v 1","46ba63bc8881cde82dea3964b2564034",,,"wgEncode",,"1.6G",5386,,"wgEncodeOpenChromDnaseH7esBaseOverlapSignal",,"bigWig","Base_Overlap_Signal","wgEncodeOpenChromDnaseH7esBaseOverlapSignal.bigWig","wgEncodeOpenChromDnaseH7esBaseOverlapSignal.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseH7esBaseOverlapSignal.bigWig"
"H7-hESC","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Mar 2012 Freeze",,#2011-12-29#,#2012-09-29#,"wgEncodeEH002554","GSM1008596","Crawford","Duke","p-value cutoff: 0.05","b528fcfb1cfe1ff77d794de8ca9b723c",,,"wgEncode",,"2.3M",5386,,"wgEncodeOpenChromDnaseH7esPk",,"narrowPeak","Peaks","wgEncodeOpenChromDnaseH7esPk.narrowPeak.gz","wgEncodeOpenChromDnaseH7esPk.narrowPeak","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseH7esPk.narrowPeak.gz"
"H7-hESC","wgEncodeOpenChromDnase",,"DnaseSeq","ENCODE Mar 2012 Freeze",,#2011-12-29#,#2012-09-29#,"wgEncodeEH002554","GSM1008596","Crawford","Duke","fseq v 1.84, iff_generic_female","390a3160641b2c513d6343721013f7dd",,,"wgEncode",,"2.9G",5386,,"wgEncodeOpenChromDnaseH7esSig",,"bigWig","Signal","wgEncodeOpenChromDnaseH7esSig.bigWig","wgEncodeOpenChromDnaseH7esSig.bigWig","http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeOpenChromDnase/wgEncodeOpenChromDnaseH7esSig.bigWig"
